total_population,california_county,longitude,latitude,ces_4_0_percentile,low_birth_weight_pctl,cardiovascular_disease_pctl,education_pctl,poverty_pctl,unemployment_pctl
2415,Los Angeles,-118.3651555,34.0251238,96.22,97.51,75.52,74.34,69.35,10.66
5163,Los Angeles,-118.1597749,34.0158731,96.21,83.5,75.9,93.23,70.34,87.69
3407,Los Angeles,-118.2837235,33.9857553,96.19,53.85,72.22,96.77,93.56,NA
3474,Los Angeles,-118.2765579,34.0152478,96.18,90.94,41.4,94.47,99.57,NA
4376,Los Angeles,-118.253081,34.1273036,96.17,63.32,65.79,74.65,89.28,86.19
2007,Los Angeles,-118.2252846,33.9476557,96.15,59.19,82.29,96.04,84.4,73.41
5590,Contra Costa,-122.3843954,37.9594657,96.14,88.4,73.47,92.52,75.72,41.84
6320,Los Angeles,-118.1555455,33.9740105,96.13,29.46,87.96,95.67,91.04,58.36
3515,Tulare ,-119.4402943,36.1358963,96.12,71.03,87.23,92.41,96.43,48.26
8677,Orange ,-118.0150263,33.8646765,96.1,61.71,47.62,83.57,86.86,57.25
2393,Los Angeles,-118.2392725,34.0644824,96.09,78.86,35.9,93.36,92.94,95.72
3385,Los Angeles,-118.2718023,34.0222989,96.08,92.35,77.82,99.14,96.43,52.52
4218,San Bernardino,-117.6409852,34.0672615,96.07,88.09,89.19,87.13,78.2,67.48
3360,Los Angeles,-118.1174056,34.0035288,96.05,88.72,79.89,88.76,88.53,72.53
5779,Los Angeles,-118.4445253,34.2060073,96.04,80.99,89.93,81.99,82.54,77.1
6779,Imperial ,-115.4976096,32.6767102,96.03,29.66,90.95,92.52,88.73,99.88
5599,San Bernardino,-117.3600222,34.0382751,96.02,75.56,84.32,85.85,60.79,25.23
4250,Los Angeles,-118.1673915,34.0282174,96,89.12,75.9,94.62,85.77,95.29
3665,Los Angeles,-118.2622815,34.0241996,95.99,85.03,94.9,99.82,97.25,62.4
3676,Los Angeles,-118.1959346,33.877496,95.98,80.34,83.16,86.59,71.42,83.22
12934,Madera ,-120.0540893,36.9361811,95.97,37.02,99.56,85.32,81.49,89.67
4388,San Diego,-117.1263197,32.696749,95.95,45.87,71.16,91.03,90.63,95.6
4954,Los Angeles,-118.1687296,33.8927048,95.94,74.02,81.82,87.13,88.32,85.49
4654,Los Angeles,-118.2006924,33.9653735,95.93,78.65,97.03,96.86,75.11,55.02
3676,Fresno ,-119.7927732,36.7369244,95.92,NA,94.99,88.21,92.68,89.67
3436,Los Angeles,-117.991289,34.0555809,95.9,40.11,78.44,88.47,62.35,88.4
7392,Fresno ,-119.8542854,36.7785171,95.89,75.56,60.17,89.81,90.3,95.12
5133,Los Angeles,-118.1739023,34.0407632,95.88,55.38,44.53,96.04,86.86,87.39
6713,Los Angeles,-118.2193043,33.9247083,95.86,41.15,83.71,94.19,64.37,17.11
3415,Kern ,-119.4164905,35.3940158,95.85,73.07,78.36,79.59,85.77,88.68
5934,Los Angeles,-118.2262997,33.8996115,95.84,90.49,72.67,89.4,78.2,88.68
6781,Tulare ,-119.0257487,36.0344686,95.83,44.47,86.08,86.72,85.55,99.73
5223,Los Angeles,-118.2638081,33.9542444,95.81,94.35,97.3,93.86,96.51,79.72
5715,Los Angeles,-118.2706778,33.9979135,95.8,93.88,94.9,99.32,97.88,73.41
5156,Los Angeles,-117.9236036,34.1209332,95.79,45.34,76.35,81.41,65.7,77.76
986,Los Angeles,-118.2212087,33.7952959,95.78,95.16,90.84,65.03,99.8,99.27
3697,Los Angeles,-118.2695618,33.9922359,95.76,51.01,94.6,98.92,95.58,28.2
4723,Los Angeles,-118.1828739,33.8975428,95.75,84.15,72.41,87.88,81.62,43.09
4934,Los Angeles,-118.284071,34.0074463,95.74,50.49,87.82,97.03,87.88,85.83
5546,Los Angeles,-118.1965167,33.9771928,95.73,69.35,96.68,85.93,89.66,58.36
4233,Los Angeles,-118.2534818,34.010412,95.71,84.31,94.9,98.63,98.44,90.33
3594,Fresno ,-119.781537,36.7444057,95.7,98.09,90.23,92,98.15,44.35
5461,Los Angeles,-118.2629489,33.962408,95.69,64.47,91.65,91.19,95.68,83.22
7097,Tulare ,-119.3859943,36.5384542,95.68,84.31,84.07,97.25,98.88,88.4
3251,Los Angeles,-118.2607508,33.8984704,95.66,92.61,57.69,78.23,89.94,92.88
4160,Riverside ,-117.3999055,33.9997288,95.65,69.99,76.96,95.79,84.7,87.69
2926,Los Angeles,-118.2395097,34.0592851,95.64,93.56,35.9,90.5,89.28,90.59
3600,Los Angeles,-118.2691132,34.01374,95.63,53.16,94.9,97.77,95.68,81.01
3759,Stanislaus ,-120.982756,37.6209695,95.61,75.12,83.51,96.29,99.56,87.39
5355,Yolo ,-121.563721,38.5637651,95.6,17.36,76.61,80.87,95.5,94.83
2420,Fresno ,-119.7591482,36.7250069,95.59,96.74,77.37,99.43,99.5,77.1
3893,Los Angeles,-118.4563804,34.226419,95.57,89.02,85.43,96.41,97.53,92.4
7661,Los Angeles,-118.2621294,34.0173502,95.56,52.54,94.9,98.51,98.52,87.06
2567,Sacramento ,-121.5016595,38.5818714,95.55,NA,90.95,78.93,99.66,NA
5238,Los Angeles,-118.4408399,34.2152914,95.54,88.72,89.77,68.25,49.72,52.52
6103,Los Angeles,-118.2432134,34.0411108,95.52,99.69,13.1,73.84,99.99,99.97
6083,Fresno ,-119.4402301,36.5908573,95.51,49.91,86.99,92.75,93.18,79.72
4362,Los Angeles,-118.4060882,34.1965389,95.5,67.17,57.54,62.68,76.98,69.98
5931,Los Angeles,-118.296037,34.0872608,95.49,93.51,76.17,78.51,72.4,60.57
6365,Los Angeles,-117.7259547,34.0640498,95.47,71.79,79.97,97.03,94.65,57.25
4360,Los Angeles,-118.1850264,33.7862258,95.46,98.64,99.12,92,93.83,96.89
4173,San Bernardino,-117.6629921,34.0660715,95.45,46.77,89.61,87.47,80.52,71.67
7493,Los Angeles,-117.7432184,34.0696836,95.44,59.76,84.37,72.51,77.58,57.25
2868,Fresno ,-119.8872955,36.7085379,95.42,90.76,91.89,82.46,79.13,96.46
3263,San Bernardino,-117.3082365,34.1120412,95.41,70.81,90.95,92.88,97.15,93.3
1967,Kern ,-119.0153944,35.3769557,95.4,88.72,87.41,79.27,98.52,98.11
2698,Los Angeles,-118.2394938,34.1118266,95.39,69.68,38.48,80.03,61.55,58.36
3050,Los Angeles,-117.9679168,34.0114015,95.37,81.22,49.83,73.07,69.56,66.61
2738,Stanislaus ,-121.0071046,37.6373175,95.36,28.36,85.07,94.58,99.48,98.36
5363,San Bernardino,-117.2912706,34.1396027,95.35,83.31,87.5,89.29,89.66,92.19
5892,Los Angeles,-118.4183782,34.2147689,95.34,44.77,80.05,76.79,65.28,81.69
5027,Los Angeles,-118.1749749,33.9647497,95.32,24.99,96.68,98.39,94.33,77.76
5950,Los Angeles,-118.2675212,34.0551862,95.31,89.65,49.5,93.43,97.99,59.38
3216,Los Angeles,-118.3913647,34.2192112,95.3,98.13,81.88,78.93,75.11,68.4
5637,Los Angeles,-118.2861229,33.9564095,95.28,92.28,81.27,84.92,90.15,73.41
3643,Los Angeles,-118.2182796,33.8165383,95.27,96.51,90.84,75.55,85.18,87.69
3605,Los Angeles,-118.2347142,33.8849107,95.26,87.44,84.72,81.14,69.48,75.38
3367,Los Angeles,-118.3277122,34.088924,95.25,51.82,69.79,83.14,94.23,66.61
4435,Los Angeles,-118.4203143,34.2351095,95.23,94.87,56.46,85.85,39.4,51.26
2192,Los Angeles,-118.3746553,34.1739725,95.22,96.95,66.54,79.79,82.54,92.4
4202,Tulare ,-119.3370033,36.196369,95.21,40.11,93.07,87.47,84.4,85.83
6546,Los Angeles,-118.2543733,33.9083355,95.2,95.95,93.91,63.35,40.8,17.11
3477,Kern ,-119.0117159,35.3457339,95.18,85.31,85.29,82.7,90.63,95.86
2097,Los Angeles,-118.3307284,33.9280513,95.17,97.96,90.52,68.03,50.01,6.3
9417,Tulare ,-119.0217027,36.0577198,95.16,65.83,91.55,88.84,95.09,98.05
6273,Los Angeles,-118.2270116,33.9148293,95.15,40.94,94.48,94.53,89.66,52.52
4238,Los Angeles,-117.7322415,34.0483608,95.13,85.59,77.94,95.79,86.07,77.76
5578,Los Angeles,-118.194008,33.9462081,95.12,81.22,82.29,90.64,68.63,83.63
3304,Los Angeles,-118.2718914,34.0082598,95.11,93.56,94.9,99.06,98.23,86.19
9746,Tulare ,-119.3858168,36.3926684,95.1,48.99,54.79,86.72,91.46,61.53
2839,Los Angeles,-118.4209236,34.2458338,95.08,22.25,56.46,98.11,80.34,55.02
3608,Sutter ,-121.6128856,39.1353485,95.07,24.08,88.62,80.03,94.13,98.36
3341,Los Angeles,-118.4344849,34.2587738,95.06,94.71,56.46,86.86,62.47,63.42
6206,Stanislaus ,-121.0038051,37.6223838,95.05,71.26,86.83,90.76,94.6,72.53
3405,Los Angeles,-118.0426123,34.0596017,95.03,38.49,74.84,98,90.94,58.36
3473,Los Angeles,-118.2656258,33.7797819,95.02,72.85,92.82,99.58,97.37,91.27
4699,Los Angeles,-118.1692228,33.9046634,95.01,71.79,66.86,86.86,75.72,37.71
6360,San Bernardino,-117.3464052,34.1524361,94.99,84.85,85.09,95.87,97.1,99.13
3763,Los Angeles,-118.2854788,33.9446893,94.98,90.49,88.17,82.92,88.37,64.51
3469,Los Angeles,-118.3594527,34.2143159,94.97,40.94,56.78,90.89,75.98,32.27
4402,Los Angeles,-118.415214,34.2684745,94.96,71.64,56.46,99.34,99.08,88.4
5606,Los Angeles,-118.0508252,33.9243441,94.94,62.61,94.97,82.31,71.09,15.84
3250,Los Angeles,-118.3664946,34.2047368,94.93,84.03,52.95,90.22,75.52,70.9
4048,Los Angeles,-118.3073078,33.8749347,94.92,93.06,53.81,60.63,62.47,59.38
4707,Los Angeles,-118.2718223,33.9109785,94.91,83.5,75.31,80.18,64.17,95.29
5631,Los Angeles,-118.4111792,34.2502996,94.89,38.71,56.46,98.44,74.05,68.4
2461,Merced ,-120.5116548,37.3162975,94.88,74.7,96.86,80.18,92.45,97.27
1950,Los Angeles,-118.3834122,34.1884919,94.87,92.78,89.19,84.32,87.63,46.99
3050,Fresno ,-119.7439756,36.7873266,94.86,98.22,72.43,88.84,88.32,81.01
2532,Los Angeles,-118.3027253,34.0885866,94.84,57.56,81.21,91.43,94.6,97.48
6937,Los Angeles,-118.0729448,33.9775294,94.83,78.86,94.35,79.07,54.15,48.26
3655,San Bernardino,-117.3310918,34.1121388,94.82,90.16,88.7,92.88,97.34,94.94
5558,Los Angeles,-117.7337541,34.086058800000004,94.81,94.87,71.83,76.18,83.49,92.4
4870,Los Angeles,-118.4697511,34.2184163,94.79,96.65,17.63,94.93,96.76,83.63
3015,Los Angeles,-118.2858348,33.9402403,94.78,99.44,87.52,84.09,80.95,75.38
4542,Riverside ,-117.3964984,34.02279,94.77,54.62,72.31,88.98,60.01,73.41
9530,Kern ,-119.2527683,35.7653256,94.76,55.61,95.26,97.08,99.59,36.44
4086,Los Angeles,-118.2717384,33.9785676,94.74,61.71,99.23,97.71,95.18,59.38
4301,San Joaquin,-121.2596577,38.1342162,94.73,62.11,84.18,98.11,96.51,97.58
3084,Los Angeles,-118.4286916,34.2639207,94.72,80.99,56.46,95.53,77.99,66.61
7237,Imperial ,-115.5143868,32.6730724,94.7,37.88,90.95,93.23,78.1,89.19
3447,Los Angeles,-118.2927139,33.7480876,94.69,56.88,57.89,77.59,88.18,89.93
2586,Kern ,-118.9890643,35.3722473,94.68,90.29,82.32,98.28,99.96,99.7
6247,Los Angeles,-118.2017298,33.847882,94.67,77.05,85.69,68.03,77.65,80.39
8430,Orange ,-117.9286329,33.8608345,94.65,64.18,32.12,86.95,88.43,93.09
2572,Los Angeles,-118.3748665,34.1937075,94.64,51.82,65.18,92.52,91.04,57.25
6379,Los Angeles,-118.1850191,33.7934864,94.63,96.1,82.44,90.36,75.11,65.63
5407,Los Angeles,-118.1883898,34.0508765,94.62,58.56,74.36,96.6,89.28,74.74
5285,Los Angeles,-118.0998041,34.0116507,94.6,87.02,64.42,83.9,81.36,88.4
2896,Los Angeles,-118.266009,34.0683668,94.59,44.47,60.59,82.92,89.87,56.19
2407,Los Angeles,-118.2869247,33.9127934,94.58,56.61,56.61,86.72,75.72,73.41
2682,Los Angeles,-118.3244586,34.0943767,94.57,93.66,54.91,55.8,95.09,98.4
3057,Los Angeles,-118.3402541,33.9274077,94.55,90.39,54.91,78.23,75.72,6.3
3480,Fresno ,-119.7634494,36.7395157,94.54,94.51,88.11,90.22,94.6,76.69
5975,San Bernardino,-117.3863212,34.043922,94.53,79.79,87.46,91.61,73.76,56.19
4940,Los Angeles,-118.3108167,33.9920834,94.52,89.36,83.39,90.89,71.09,46.99
3918,Los Angeles,-118.3633462,33.9436514,94.5,61.95,70.3,95.79,93.92,57.25
5276,Los Angeles,-118.2095139,34.0513395,94.49,62.39,76,96.77,88.32,11.87
7650,Riverside ,-117.3664576,34.0057669,94.48,74.7,92.44,68.25,54.95,36.44
9515,Riverside ,-117.2305725,33.7831506,94.47,56.88,87.05,92.94,93.61,88.08
5401,Los Angeles,-118.497369,34.2020955,94.45,59.19,86.24,56.73,61.28,65.63
6955,San Joaquin,-121.2968776,37.9058022,94.44,97.33,84.07,70.83,63.52,88.68
4457,Los Angeles,-118.3338741,33.9178467,94.43,59.31,83.99,83.14,50.01,19.59
2666,Los Angeles,-118.451843,34.2152447,94.42,2.1,89.77,96.77,95.5,55.02
1703,San Joaquin,-121.2731105,37.9483459,94.4,98.11,96.15,98.54,97.6,67.48
4432,Los Angeles,-118.1647906,34.0186759,94.39,71.26,74.91,94.93,80.95,73.41
5835,Los Angeles,-118.2691593,34.1511527,94.38,26.29,78.17,56.73,62.59,69.98
4530,Los Angeles,-118.4001225,34.2003101,94.36,99.05,73.03,69.37,60.62,39.21
2829,Los Angeles,-118.3705556,34.2142143,94.35,84.31,59.93,86.59,78.88,60.57
4409,Los Angeles,-118.2913772,33.9856234,94.34,94.56,97.43,95.1,91.52,33.58
2739,Los Angeles,-118.2289994,33.9842406,94.33,78.21,97.03,95.36,81.91,35.02
4239,Los Angeles,-118.3318299,34.0267587,94.31,81.22,78.17,59.31,79.46,88.4
4523,Los Angeles,-118.262416,34.011351,94.3,74.22,94.9,99.58,85.88,59.38
6596,Los Angeles,-118.2593919,33.9470153,94.29,96.2,97.74,89.4,82.14,60.57
3804,Los Angeles,-118.2861548,33.9621528,94.28,94.14,78.36,90.89,95.35,9.72
3346,Los Angeles,-118.20240509999999,33.9927923,94.26,89.27,61.58,97.52,94.23,58.36
6319,Los Angeles,-118.2367913,33.9707698,94.25,44.77,93.38,98.53,68.83,89.46
5828,Los Angeles,-118.2103403,34.0706563,94.24,27.12,26.58,97.22,95.74,78.33
5292,Los Angeles,-118.4202492,34.2731324,94.23,86.76,56.46,94.41,57.44,3.21
6704,Los Angeles,-118.5395023,34.2001766,94.21,87.49,93.96,83.14,68.94,15.84
3269,Los Angeles,-118.0487816,34.054936,94.2,8.29,74.84,97.84,87.63,53.89
7281,Los Angeles,-118.1679058,33.9202524,94.19,58.79,65.49,82.31,58.34,89.67
3210,Los Angeles,-118.1815818,34.0368392,94.18,20.89,74.36,95.1,87.19,93.3
2861,Los Angeles,-118.3547601,34.029939,94.16,38.18,75.52,89.98,74.46,25.23
2641,Los Angeles,-118.3505675,34.0373844,94.15,84.53,65.79,77.23,72.58,36.44
4057,Los Angeles,-117.7658059,34.0617068,94.14,66.05,71.4,97.15,97.02,70.9
5521,Sacramento ,-121.420238,38.6416454,94.13,98.63,98.85,75.09,86.97,71.67
4885,Los Angeles,-118.2683015,34.05073,94.11,96.18,37.08,92.12,95.41,35.02
7333,Los Angeles,-118.3644426,33.9692979,94.1,67.17,80.72,48.04,73.89,94.09
7498,Los Angeles,-118.2957134,33.9011403,94.09,90.02,73.62,66.82,67.61,33.58
3283,Los Angeles,-118.231291,33.9771202,94.07,56.88,97.03,99.67,95,13.18
3241,Fresno ,-119.7092464,36.7577958,94.06,57.39,72.06,77.59,86.62,83.98
4341,Los Angeles,-118.261893,33.9397052,94.05,83.17,81.88,94.84,88.09,63.42
4438,San Joaquin,-121.254226,37.9672954,94.04,67.56,96.73,81.93,77.65,65.63
4080,Los Angeles,-117.7559076,34.0671263,94.02,84.31,53.9,85.08,88.53,57.25
4420,Fresno ,-119.5492976,36.5887994,94.01,63.54,93.17,96.63,97.37,45.78
2490,Alameda ,-122.1834997,37.7323261,94,87.44,84.58,84.65,74.46,59.38
5159,Los Angeles,-118.2732944,33.8414725,93.99,91.28,80.62,60.91,39.62,41.84
2654,Solano ,-122.259038,38.1017927,93.97,99.18,91.55,72.51,97.41,99.08
3542,Los Angeles,-118.2960541,34.0776717,93.96,93.92,64.12,94.41,92.26,61.53
8384,Kern ,-118.9490692,35.3238825,93.95,20.89,95.99,89.29,87.39,93.71
4165,Los Angeles,-118.2893576,34.0073136,93.94,85.77,87.82,98.17,99.72,80.39
5098,Los Angeles,-118.1935828,33.9936631,93.92,40.66,75.31,97.03,74.28,65.63
1530,Los Angeles,-118.0143495,34.0629878,93.91,10.41,69.32,97.87,90.87,0.91
7417,Stanislaus ,-120.8633794,37.4995559,93.9,26.29,97.26,72.94,84.54,92.4
4869,Los Angeles,-118.2690648,34.0034919,93.89,84.53,94.9,97.43,89.28,77.1
2329,Merced ,-120.4963376,37.2987597,93.87,47.59,99,99.9,94.9,93.83
5002,Los Angeles,-118.2861074,33.9660436,93.86,93.56,78.68,92.88,96.98,48.26
4733,Alameda ,-122.2275943,37.7741552,93.85,58.79,50.9,84.65,83.87,66.61
4962,Los Angeles,-118.4292815,34.2763731,93.84,69.68,32.24,93.95,70.67,37.71
2349,Stanislaus ,-120.9935916,37.6392879,93.82,32.76,74.08,69.92,92.26,95.02
5357,Los Angeles,-118.2140846,33.8071157,93.81,33.12,90.84,62.22,77.31,88.4
3192,Los Angeles,-118.1532085,33.8644752,93.8,95.16,85.14,66.82,61.28,85.83
3452,Los Angeles,-118.4517984,34.2297196,93.78,86.03,89.77,96.9,99.16,96.33
3701,Orange ,-117.9103184,33.8141312,93.77,89.8,55.72,96.58,89.17,89.19
5445,Los Angeles,-118.2078724,34.0387492,93.76,88.4,51.82,97.95,93.18,83.63
8827,Riverside ,-117.3222236,34.0130557,93.75,68.14,74.39,74.34,72.74,82.33
3229,Los Angeles,-118.1937148,33.7789661,93.73,79.19,97.17,80.18,92.99,86.75
3808,Los Angeles,-118.365403,34.192132,93.72,78.21,74.21,71.75,74.46,48.26
1769,Los Angeles,-118.1716259,34.0527788,93.71,93.35,44.64,90.94,78.88,93.71
7585,San Bernardino,-117.1852589,34.0663497,93.7,72.85,59.72,80.31,92.68,89.93
5068,Los Angeles,-118.4745764,34.3033292,93.68,69.53,57.13,86.36,74.46,22.57
7989,Los Angeles,-118.2337235,33.9131395,93.67,78.36,91.56,94.25,80.52,28.2
5126,Los Angeles,-118.3498384,33.935217,93.66,96.29,60.21,88.31,90.3,74.1
3154,San Joaquin,-121.190401,37.9350761,93.65,49.91,92.05,94.58,81.76,93.3
4168,Los Angeles,-118.4621861,34.2300853,93.63,81.33,69.11,93.7,98.43,92.19
4574,Los Angeles,-118.2165909,33.8388248,93.62,51.82,90.84,82.55,54.15,25.23
4366,San Bernardino,-117.4033115,34.0557926,93.61,68.71,89.77,89.56,78.34,81.01
2492,Los Angeles,-118.3835614,34.1945637,93.6,44.47,89.13,87.88,76.11,33.58
2243,Contra Costa,-121.8695963,38.0152346,93.58,83.62,88.42,79.07,86.51,91.94
9242,Fresno ,-119.5507133,36.6214407,93.57,89.4,97.45,97.39,97.75,48.26
3559,Fresno ,-119.7942162,36.756122,93.56,97.84,66.33,80.87,98.23,97.68
3131,Los Angeles,-118.2226256,34.0922029,93.55,91.78,38.48,89.81,65.84,81.69
7055,San Joaquin,-121.1751635,37.8481254,93.53,81.51,83.71,81.56,73.53,85.49
4168,Los Angeles,-118.0524424,33.9427453,93.52,42.2,78.44,81.7,82.94,69.13
4858,Sacramento ,-121.4578647,38.6018703,93.51,76.12,97.12,60.63,94.07,95.5
4487,Los Angeles,-118.2686024,34.0747292,93.49,42.52,60.59,75.74,91.17,78.97
6650,Los Angeles,-118.3567382,33.9283066,93.48,61.01,73.97,84.84,93.12,81.69
1518,San Joaquin,-121.4581872,37.9269308,93.47,93.06,48.22,87.88,88.62,NA
5621,San Bernardino,-117.3080773,34.1420604,93.46,87.55,89.01,76.79,89.4,87.39
7729,Yolo ,-121.6242082,38.7208477,93.44,67.17,86.99,81.14,74.46,79.72
3679,Los Angeles,-118.2640302,34.05711,93.43,90.02,18.98,99.58,99.69,74.74
4856,Los Angeles,-118.0763967,34.0036044,93.42,85.77,87.84,88.47,65.7,45.78
3566,Los Angeles,-118.2316884,34.1001272,93.41,85.31,38.48,88.4,78.2,83.63
3898,Los Angeles,-118.2221109,33.961166,93.39,40.47,80.05,98.38,93.92,88.4
4636,Los Angeles,-118.2550214,33.8155623,93.38,95.95,76.57,90.05,74.28,59.38
6910,Los Angeles,-117.9597817,34.0335496,93.37,32.27,81.64,89.05,63.32,74.1
3776,Los Angeles,-118.2238692,33.8611473,93.36,94.8,59.17,68.41,42.24,26.86
5407,Sacramento ,-121.4629263,38.5025521,93.34,92.46,98.74,82.18,95.3,98.71
7114,Kern ,-118.9880772,35.3822696,93.33,90.02,93.33,98.6,99.65,99.62
5232,Madera ,-119.9925738,36.8838955,93.32,87.02,83.24,65.03,54.95,39.21
6624,San Bernardino,-117.5103022,34.0737522,93.31,31.49,85.83,79.07,73.32,85.83
7448,Kern ,-119.0360588,35.4163342,93.29,90.89,89,83.57,96.43,98.71
2753,Los Angeles,-118.174744,34.0294089,93.28,84.85,47.32,94.58,88.32,49.86
4446,Los Angeles,-118.2987272,34.1621154,93.27,73.33,47.32,68.25,43.53,66.61
3731,Los Angeles,-118.2687215,33.8526247,93.26,45.34,71.3,79.42,50.4,26.86
2906,Los Angeles,-118.2404336,34.1223506,93.24,88.09,34.48,79.59,82.14,76.69
4806,Los Angeles,-118.2477263,34.04755,93.23,97.82,17.92,28.45,67.85,75.38
6149,Los Angeles,-118.3230172,34.0326941,93.22,63.54,80.89,72.25,87.76,36.44
3321,Los Angeles,-118.3286609,33.9817876,93.2,92.11,76.02,73.63,98.96,96.77
2423,Los Angeles,-118.0498503,33.899139,93.19,69.53,90.59,77.23,62.47,51.26
5306,San Bernardino,-117.4447619,34.0723219,93.18,58.02,84.62,87.67,89.36,92.19
6245,Contra Costa,-122.3624287,37.9410164,93.17,85.77,80.18,89.86,84.12,68.4
5665,Los Angeles,-117.9962625,34.0721312,93.15,64.78,64.84,88.98,61.28,14.39
4728,Los Angeles,-118.2196223,33.933573,93.14,46.29,62.46,92,72.74,71.67
2891,Los Angeles,-118.2975664,33.790373,93.13,58.56,50.15,81.56,90.69,87.69
2477,Alameda ,-122.2963076,37.8063512,93.12,93.28,54.09,50.73,77.41,63.42
3543,Los Angeles,-118.1827053,33.9835573,93.1,50.72,89.27,99.22,86.51,68.4
4716,Los Angeles,-118.4356225,34.1975655,93.09,92.2,75.31,64.65,78.28,52.52
3485,Los Angeles,-118.1751358,33.9744232,93.08,74.52,96.68,97.23,74.7,13.18
2575,Los Angeles,-118.2152707,34.0461881,93.07,35.39,76,98.17,86.68,19.59
2560,Los Angeles,-118.2663761,34.0591782,93.05,79.73,49.5,96.46,95.94,61.53
5779,Sacramento ,-121.4270027,38.6046274,93.04,70.61,62.46,62.86,95.09,92.65
4405,Los Angeles,-118.2208725,33.9832062,93.03,83.99,97.03,99.01,90.3,81.69
6379,Los Angeles,-118.2857119,33.949919,93.02,88.5,77.41,94.09,87.09,52.52
5424,San Bernardino,-117.3086072,34.124581,93,47.1,92.56,91.43,92.02,92.65
6246,San Joaquin,-121.2359945,37.9647921,92.99,50.72,90.35,96.11,91.61,92.19
7420,Los Angeles,-118.2980319,34.0072734,92.98,69.16,79.47,86.86,86.07,75.38
4946,Los Angeles,-118.2211115,33.9419439,92.97,68.14,65.57,99.18,85.08,66.61
4016,Los Angeles,-118.2630441,33.9693296,92.95,37.02,97.73,92.94,91.52,79.72
5512,Los Angeles,-118.2410907,33.911833,92.94,90.08,94.48,83.45,76.43,70.9
8159,Contra Costa,-122.3229975,37.9159913,92.93,88.23,69.95,61.48,79.46,81.69
4713,Los Angeles,-118.0346511,34.0595281,92.91,93.88,41.61,92.65,85.68,76.05
4762,Los Angeles,-118.1942193,33.9804922,92.9,42.52,91.86,95.67,91.91,62.4
4499,Riverside ,-117.4486421,33.9154288,92.89,80.99,82.71,75.22,83.17,70.9
7976,Los Angeles,-118.4275349,34.2469249,92.88,42.8,56.46,89.98,45.2,60.57
3815,Riverside ,-117.5781628,33.8770106,92.86,48.77,84.52,93.7,86.07,75.38
2056,Los Angeles,-118.3337765,34.0334074,92.85,91.28,64.73,75.22,78.45,84.58
2733,Los Angeles,-118.2686568,34.0304827,92.84,74.9,46.06,94.72,95.94,15.84
2532,Fresno ,-119.774839,36.7426787,92.83,76.82,50.22,98.3,98.43,70.9
4676,San Bernardino,-117.3589741,34.0760668,92.81,34.46,70.66,84.47,85.68,99.34
3883,Los Angeles,-118.2983324,33.9355949,92.8,99.46,97.43,90.15,95.99,80.39
7003,Contra Costa,-122.3567421,37.9283199,92.79,97.58,58.35,88.84,85.01,57.25
4891,Fresno ,-119.7453861,36.739532,92.78,94.35,82.61,99.15,99.89,86.75
14840,Kern ,-119.1909489,35.6819031,92.76,70.16,93.63,92.99,77.99,98.74
2510,Los Angeles,-118.216407,33.9828819,92.75,94.56,97.03,98.96,97.3,83.63
6561,Contra Costa,-121.8340512,38.015682,92.74,84.85,93.78,68.03,89.51,96.89
3473,Los Angeles,-118.190616,33.900837,92.73,86.76,97.53,94.09,75.72,28.2
4634,Santa Clara,-121.5626698,37.001726,92.71,86.76,76.17,95.3,71.22,70.9
5072,Los Angeles,-118.2608283,33.9982715,92.7,53.46,94.9,97.71,89.36,77.76
2970,Los Angeles,-118.0683122,33.9660089,92.69,4.54,83.66,87.37,79.13,86.75
6945,Fresno ,-119.729139,36.6164728,92.68,73.76,65.57,79.27,66.43,71.67
4101,Los Angeles,-118.283872,33.9785135,92.66,71.64,86.02,85.18,97.15,71.67
6162,Los Angeles,-118.2773419,33.9997716,92.65,76.82,50.02,97.84,94.33,48.26
4763,Los Angeles,-118.4563804,34.223102,92.64,38.18,89.77,90.94,96.04,89.19
3918,Merced ,-120.7094467,37.459795,92.62,72.32,57.54,83.45,67.61,78.97
6799,Fresno ,-119.7814652,36.7868839,92.61,80.73,72.87,74.34,95.09,97.35
7410,Los Angeles,-118.2956255,33.9551471,92.6,89.12,97.43,89.14,91.7,74.74
3226,Merced ,-120.6047007,37.3473607,92.59,66.64,91.03,83.8,85.77,97.58
3982,Los Angeles,-118.2542903,33.9993679,92.57,83.99,94.9,99.28,98.64,51.26
4088,Los Angeles,-118.3340918,33.9822575,92.56,95.95,66.33,80.66,95.8,84.58
4167,Los Angeles,-118.6017183,34.2046744,92.55,61.41,82.35,81.33,89.66,68.4
3693,Orange ,-117.8492851,33.7481442,92.54,83.85,48.92,95.42,78.28,17.11
7108,Sacramento ,-121.4265186,38.4848798,92.52,77.8,93.53,75.55,97.47,94.66
3073,Los Angeles,-118.2782548,34.0472132,92.51,94.97,21.73,98.63,95.68,91.79
