year,depth_to_water,longitude,latitude
2023,79.37,-118.37172,33.94352
2023,79.34,-118.37172,33.94352
2022,78.69,-118.37101,33.94254
2022,78.47,-118.37101,33.94254
2022,78.57,-118.37101,33.94254
2022,78.67,-118.37101,33.94254
2023,78.64,-118.37101,33.94254
2023,78.22,-118.37101,33.94254
2023,78.16,-118.37101,33.94254
2022,78.51,-118.37129,33.94206
2022,78.2,-118.37129,33.94206
2022,78.07,-118.37129,33.94206
2022,78.14,-118.37129,33.94206
2022,78.23,-118.37129,33.94206
2023,78.22,-118.37129,33.94206
2023,77.78,-118.37129,33.94206
2023,77.75,-118.37129,33.94206
2022,51.44,-118.37164,33.94349
2022,50.99,-118.37164,33.94349
2022,50.48,-118.37164,33.94349
2022,50.69,-118.37164,33.94349
2022,49.97,-118.37164,33.94349
2023,50.41,-118.37164,33.94349
2023,48.85,-118.37164,33.94349
2023,47.96,-118.37164,33.94349
2022,52.89,-118.37216,33.94212
2022,51.32,-118.37216,33.94212
2022,50.51,-118.37216,33.94212
2022,50.31,-118.37216,33.94212
2022,50.65,-118.37216,33.94212
2023,50.01,-118.37216,33.94212
2023,48.59,-118.37216,33.94212
2023,47.81,-118.37216,33.94212
2022,50.16,-118.25173,33.8124
2022,51.28,-118.25173,33.8124
2023,51.3,-118.25173,33.8124
2022,40.11,-118.23964,33.8115
2022,46.13,-118.23964,33.8115
2023,58.61,-118.23964,33.8115
2022,27.01,-118.24276,33.82212
2022,28.3,-118.24276,33.82212
2023,26.23,-118.24276,33.82212
2022,47.15,-118.25142,33.81261
2022,48.27,-118.25142,33.81261
2023,48.28,-118.25142,33.81261
2022,38.26,-118.24448,33.81785
2022,39.28,-118.24448,33.81785
2023,38.68,-118.24448,33.81785
2022,36.71,-118.24296,33.81902
2022,37.97,-118.24296,33.81902
2023,37.28,-118.24296,33.81902
2022,43.16,-118.24886,33.81535
2022,44.86,-118.24886,33.81535
2023,44.1,-118.24886,33.81535
2022,47.45,-118.25172,33.81237
2022,52.59,-118.25172,33.81237
2023,50.51,-118.25172,33.81237
2022,52.31,-118.24424,33.82108
2022,53.44,-118.24424,33.82108
2022,36.5,-118.23858,33.81431
2022,27.54,-118.23858,33.81431
2023,40.5,-118.23858,33.81431
2022,40.82,-118.24485,33.81981
2022,38.02,-118.24485,33.81981
2023,35.05,-118.24485,33.81981
2022,47.71,-118.2523,33.81293
2022,48.66,-118.2523,33.81293
2023,48.75,-118.2523,33.81293
2022,13.86,-118.23791,33.81346
2022,13.34,-118.23791,33.81346
2023,13.05,-118.23791,33.81346
2022,28.15,-118.24274,33.82245
2022,30.35,-118.24274,33.82245
2023,26.95,-118.24274,33.82245
2022,47.26,-118.25139,33.81266
2022,48.4,-118.25139,33.81266
2023,48.24,-118.25139,33.81266
2022,28.55,-116.17901,33.68513
2022,28.43,-116.17901,33.68513
2022,28.36,-116.17901,33.68513
2022,28.62,-116.17901,33.68513
2023,28.46,-116.17901,33.68513
2023,28.28,-116.17901,33.68513
2023,28.26,-116.17901,33.68513
2022,28.81,-116.17911,33.68507
2022,28.78,-116.17911,33.68507
2023,28.63,-116.17911,33.68507
2023,28.42,-116.17911,33.68507
2022,27.17,-116.17888,33.68534
2022,27.24,-116.17888,33.68534
2023,26.96,-116.17888,33.68534
2023,26.61,-116.17888,33.68534
2022,28.59,-116.17909,33.68519
2022,28.38,-116.17909,33.68519
2022,28.28,-116.17909,33.68519
2022,28.51,-116.17909,33.68519
2023,28.48,-116.17909,33.68519
2023,28.31,-116.17909,33.68519
2023,28.06,-116.17909,33.68519
2022,45.27,-121.25409,37.98054
2022,51.35,-121.25409,37.98054
2023,35.85,-121.25409,37.98054
2022,8.27,-118.04377,33.72948
2023,7.46,-118.04377,33.72948
2022,8.06,-118.04377,33.72926
2023,7.22,-118.04377,33.72926
2023,47.18,-118.37168,33.9433
2023,47.11,-118.37168,33.9433
2023,47.31,-118.37155,33.94324
2023,46.69,-118.37155,33.94324
2023,47.39,-118.37168,33.94311
2023,46.91,-118.37168,33.94311
2022,37.17,-117.82146,33.72782
2022,37.65,-117.82146,33.72782
2022,37.79,-117.82146,33.72782
2022,37.52,-117.82146,33.72782
2023,35.33,-117.82146,33.72782
2023,34.45,-117.82146,33.72782
2023,34.4,-117.82146,33.72782
2022,11.1,-122.21547,37.76785
2023,10.31,-122.21547,37.76785
2022,6.95,-122.21456,37.76809
2023,6.59,-122.21456,37.76809
2022,10.28,-122.21606,37.76743
2023,8.22,-122.21606,37.76743
2022,10.1,-122.2165,37.76772
2023,10.24,-122.2165,37.76772
2022,68.45,-121.1356,37.3928
2022,68.41,-121.1356,37.3928
2022,69.3,-121.1356,37.3928
2022,69.86,-121.1356,37.3928
2023,69.93,-121.1356,37.3928
2023,64.16,-121.1356,37.3928
2022,13.34,-122.34696,37.94455
2022,16.88,-122.34696,37.94455
2022,13.61,-122.3471,37.94467
2022,17.91,-122.3471,37.94467
2022,10.45,-122.3473,37.94461
2022,14.13,-122.3473,37.94461
2022,10.54,-122.34719,37.94431
2022,13.11,-122.34719,37.94431
2022,12.63,-118.22194,33.80012
2022,13.84,-118.22194,33.80012
2022,12.26,-118.22194,33.80012
2022,13.76,-118.22194,33.80012
2023,11.17,-118.22194,33.80012
2022,12.6,-118.22193,33.80015
2022,13.74,-118.22193,33.80015
2023,10.9,-118.22193,33.80015
2022,12.59,-118.22208,33.79979
2022,13.68,-118.22208,33.79979
2022,12.02,-118.22208,33.79979
2022,13.48,-118.22208,33.79979
2023,10.91,-118.22208,33.79979
2022,13.02,-118.22207,33.79982
2022,13.74,-118.22207,33.79982
2023,10.93,-118.22207,33.79982
2022,13.2,-118.22223,33.79946
2022,27.92,-121.1216,37.738
2022,28.61,-121.1216,37.738
2022,29.69,-121.1216,37.738
2022,31.13,-121.1216,37.738
2023,28.95,-121.1216,37.738
2023,26.27,-121.1216,37.738
2023,26.1,-121.1216,37.738
2023,27.35,-121.1216,37.738
2022,30.55,-121.1216,37.7384
2022,31.19,-121.1216,37.7384
2022,32.34,-121.1216,37.7384
2022,33.73,-121.1216,37.7384
2023,31.56,-121.1216,37.7384
2023,28.85,-121.1216,37.7384
2023,28.74,-121.1216,37.7384
2023,29.97,-121.1216,37.7384
2022,27.1,-121.1202,37.7357
2022,27.8,-121.1202,37.7357
2022,28.58,-121.1202,37.7357
2022,29.98,-121.1202,37.7357
2023,27.65,-121.1202,37.7357
2023,25.15,-121.1202,37.7357
2023,25.03,-121.1202,37.7357
2023,26.42,-121.1202,37.7357
2022,27.16,-121.1202,37.7356
2022,27.58,-121.1202,37.7356
2022,28.43,-121.1202,37.7356
2022,30.18,-121.1202,37.7356
2023,27.88,-121.1202,37.7356
2023,25.25,-121.1202,37.7356
2023,24.87,-121.1202,37.7356
2023,26.24,-121.1202,37.7356
2022,13.17,-121.1317,37.7234
2022,14.09,-121.1317,37.7234
2022,13.99,-121.1317,37.7234
2022,15.12,-121.1317,37.7234
2023,6.45,-121.1317,37.7234
2023,9.18,-121.1317,37.7234
2023,10.15,-121.1317,37.7234
2023,13.12,-121.1317,37.7234
2022,13.11,-121.1317,37.7234
2022,13.97,-121.1317,37.7234
2022,13.9,-121.1317,37.7234
2022,15.03,-121.1317,37.7234
2023,7.36,-121.1317,37.7234
2023,9.02,-121.1317,37.7234
2023,10.11,-121.1317,37.7234
2023,13.91,-121.1317,37.7234
2022,18.73,-121.1317,37.7205
2022,21.04,-121.1317,37.7205
2022,28.45,-121.1317,37.7205
2022,26.21,-121.1317,37.7205
2023,19.85,-121.1317,37.7205
2023,16.65,-121.1317,37.7205
2023,21.5,-121.1317,37.7205
2023,21.31,-121.1317,37.7205
2022,22.14,-121.1187,37.7256
2022,24.78,-121.1187,37.7256
2022,30.92,-121.1187,37.7256
2022,29.41,-121.1187,37.7256
2023,23.25,-121.1187,37.7256
2023,20.37,-121.1187,37.7256
2023,24.73,-121.1187,37.7256
2023,24.46,-121.1187,37.7256
2022,22.47,-121.1324,37.7205
2022,22.78,-121.1324,37.7205
2022,22.77,-121.1324,37.7205
2022,23.98,-121.1324,37.7205
2023,20.45,-121.1324,37.7205
2023,19.05,-121.1324,37.7205
2023,19,-121.1324,37.7205
2023,21.56,-121.1324,37.7205
2022,22.45,-121.1324,37.7205
2022,22.82,-121.1324,37.7205
2022,22.84,-121.1324,37.7205
2022,24.04,-121.1324,37.7205
2023,19.89,-121.1324,37.7205
2023,18.97,-121.1324,37.7205
2023,21.64,-121.1324,37.7205
2022,27.3,-121.1324,37.7205
2022,29.61,-121.1324,37.7205
2022,36.76,-121.1324,37.7205
2022,34.4,-121.1324,37.7205
2023,28.44,-121.1324,37.7205
2023,25.22,-121.1324,37.7205
2023,29.79,-121.1324,37.7205
2023,29.5,-121.1324,37.7205
2022,27.31,-121.1324,37.7205
2022,29.68,-121.1324,37.7205
2022,36.93,-121.1324,37.7205
2022,34.62,-121.1324,37.7205
2023,28.61,-121.1324,37.7205
2023,25.28,-121.1324,37.7205
2023,29.84,-121.1324,37.7205
2023,29.53,-121.1324,37.7205
2022,22.35,-121.1385,37.7203
2022,22.56,-121.1385,37.7203
2022,22.58,-121.1385,37.7203
2022,23.82,-121.1385,37.7203
2023,20.25,-121.1385,37.7203
2023,17.74,-121.1385,37.7203
2023,18.7,-121.1385,37.7203
2023,21.57,-121.1385,37.7203
2022,22.43,-121.1385,37.7203
2022,22.55,-121.1385,37.7203
2022,22.6,-121.1385,37.7203
2022,23.87,-121.1385,37.7203
2023,20.62,-121.1385,37.7203
2023,18.82,-121.1385,37.7203
2023,18.75,-121.1385,37.7203
2023,21.62,-121.1385,37.7203
2022,27.49,-121.1385,37.7203
2022,29.83,-121.1385,37.7203
2022,38.18,-121.1385,37.7203
2022,34.62,-121.1385,37.7203
2023,28.63,-121.1385,37.7203
2023,25.36,-121.1385,37.7203
2023,29.75,-121.1385,37.7203
2023,29.5,-121.1385,37.7203
2022,24.01,-121.1238,37.7213
2022,24.28,-121.1238,37.7213
2022,24.37,-121.1238,37.7213
2022,25.75,-121.1238,37.7213
2023,22.38,-121.1238,37.7213
2023,21.03,-121.1238,37.7213
2023,20.68,-121.1238,37.7213
2023,22.82,-121.1238,37.7213
2022,27.21,-121.1238,37.7213
2022,29.59,-121.1238,37.7213
2022,35.78,-121.1238,37.7213
2022,34.15,-121.1238,37.7213
2023,28.4,-121.1238,37.7213
2023,25.29,-121.1238,37.7213
2023,29.63,-121.1238,37.7213
2023,29.06,-121.1238,37.7213
2022,23.6,-121.1325,37.717
2022,25.96,-121.1325,37.717
2022,32.71,-121.1325,37.717
2022,30.24,-121.1325,37.717
2023,24.75,-121.1325,37.717
2023,21.63,-121.1325,37.717
2023,25.55,-121.1325,37.717
2023,25.13,-121.1325,37.717
2022,18.1,-121.1381,37.7238
2022,18.63,-121.1381,37.7238
2022,18.93,-121.1381,37.7238
2022,20.22,-121.1381,37.7238
2023,12.65,-121.1381,37.7238
2023,14.35,-121.1381,37.7238
2023,14.98,-121.1381,37.7238
2023,17.96,-121.1381,37.7238
2022,18.12,-121.1381,37.7238
2022,18.64,-121.1381,37.7238
2022,18.94,-121.1381,37.7238
2022,20.23,-121.1381,37.7238
2023,13.18,-121.1381,37.7238
2023,14.53,-121.1381,37.7238
2023,15.08,-121.1381,37.7238
2023,17.92,-121.1381,37.7238
2022,24.29,-121.1381,37.7237
2022,26.52,-121.1381,37.7237
2022,34.84,-121.1381,37.7237
2022,31.79,-121.1381,37.7237
2023,25.38,-121.1381,37.7237
2023,22.14,-121.1381,37.7237
2023,26.81,-121.1381,37.7237
2023,26.86,-121.1381,37.7237
2022,31.41,-121.1148,37.7416
2022,33.69,-121.1148,37.7416
2022,34.31,-121.1148,37.7416
2022,35.73,-121.1148,37.7416
2023,32.24,-121.1148,37.7416
2023,30.91,-121.1148,37.7416
2022,32.66,-121.1148,37.7416
2022,35.52,-121.1148,37.7416
2022,46.39,-121.1148,37.7416
2022,37.68,-121.1148,37.7416
2023,33,-121.1148,37.7416
2023,30.68,-121.1148,37.7416
2023,33.88,-121.1148,37.7416
2023,34.7,-121.1148,37.7416
2022,26.54,-121.1323,37.7388
2022,25.92,-121.1323,37.7388
2022,26.01,-121.1323,37.7388
2022,27.37,-121.1323,37.7388
2023,27.37,-121.1323,37.7388
2023,24.43,-121.1323,37.7388
2023,23.12,-121.1323,37.7388
2023,23.6,-121.1323,37.7388
2022,26.48,-121.1323,37.7335
2022,25.87,-121.1323,37.7335
2022,25.99,-121.1323,37.7335
2022,27.31,-121.1323,37.7335
2023,27.21,-121.1323,37.7335
2023,24.36,-121.1323,37.7335
2023,23.07,-121.1323,37.7335
2023,23.58,-121.1323,37.7335
2022,30.33,-121.1322,37.7335
2022,32.73,-121.1322,37.7335
2022,41.03,-121.1322,37.7335
2022,39.35,-121.1322,37.7335
2023,31.45,-121.1322,37.7335
2023,28.15,-121.1322,37.7335
2023,33.79,-121.1322,37.7335
2023,34.81,-121.1322,37.7335
2022,25.44,-121.1326,37.7292
2022,25.13,-121.1326,37.7292
2022,24.07,-121.1326,37.7292
2022,25.22,-121.1326,37.7292
2023,25.93,-121.1326,37.7292
2023,23.27,-121.1326,37.7292
2023,22.35,-121.1326,37.7292
2023,22.09,-121.1326,37.7292
2022,24.09,-121.1261,37.727
2022,24.91,-121.1261,37.727
2022,24.52,-121.1261,37.727
2022,25.57,-121.1261,37.727
2023,22.4,-121.1261,37.727
2023,20.75,-121.1261,37.727
2023,21,-121.1261,37.727
2023,22.82,-121.1261,37.727
2022,24.08,-121.1261,37.727
2022,24.88,-121.1261,37.727
2022,24.49,-121.1261,37.727
2022,25.54,-121.1261,37.727
2023,22.3,-121.1261,37.727
2023,20.71,-121.1261,37.727
2023,20.98,-121.1261,37.727
2022,32.35,-121.1245,37.7442
2022,32.58,-121.1245,37.7442
2022,34.55,-121.1245,37.7442
2022,35.68,-121.1245,37.7442
2023,33.61,-121.1245,37.7442
2023,30.18,-121.1245,37.7442
2023,31.08,-121.1245,37.7442
2023,31.53,-121.1245,37.7442
2022,32.36,-121.1245,37.7442
2022,32.77,-121.1245,37.7442
2022,34.82,-121.1245,37.7442
2022,35.81,-121.1245,37.7442
2023,33.65,-121.1245,37.7442
2023,30.25,-121.1245,37.7442
2023,30.75,-121.1245,37.7442
2023,31.73,-121.1245,37.7442
2022,33.6,-121.1245,37.7443
2022,35.95,-121.1245,37.7443
2022,43.27,-121.1245,37.7443
2022,41.04,-121.1245,37.7443
2023,31.41,-121.1245,37.7443
2023,37.56,-121.1245,37.7443
2023,36.09,-121.1245,37.7443
2022,27.43,-121.1215,37.7378
2022,28.08,-121.1215,37.7378
2023,28.45,-121.1215,37.7378
2023,25.77,-121.1215,37.7378
2023,25.58,-121.1215,37.7378
2023,26.83,-121.1215,37.7378
2022,29.65,-121.1215,37.7383
2022,30.75,-121.1215,37.7383
2022,32.19,-121.1215,37.7383
2023,30.03,-121.1215,37.7383
2023,27.28,-121.1215,37.7383
2023,27.19,-121.1215,37.7383
2023,28.42,-121.1215,37.7383
2022,32.82,-121.1216,37.7385
2022,33.47,-121.1216,37.7385
2022,34.61,-121.1216,37.7385
2022,36.04,-121.1216,37.7385
2023,33.88,-121.1216,37.7385
2023,31.07,-121.1216,37.7385
2023,31.01,-121.1216,37.7385
2023,32.28,-121.1216,37.7385
2022,29.53,-121.1228,37.7378
2022,29.86,-121.1228,37.7378
2022,30.97,-121.1228,37.7378
2022,32.32,-121.1228,37.7378
2023,30.52,-121.1228,37.7378
2023,27.72,-121.1228,37.7378
2023,27.38,-121.1228,37.7378
2023,28.5,-121.1228,37.7378
2022,28.58,-121.1218,37.7382
2022,29.22,-121.1218,37.7382
2022,30.33,-121.1218,37.7382
2022,31.75,-121.1218,37.7382
2023,29.62,-121.1218,37.7382
2023,26.9,-121.1218,37.7382
2023,26.73,-121.1218,37.7382
2023,27.97,-121.1218,37.7382
2022,29.2,-121.1212,37.7382
2022,29.92,-121.1212,37.7382
2022,31.02,-121.1212,37.7382
2022,32.43,-121.1212,37.7382
2023,30.22,-121.1212,37.7382
2023,27.5,-121.1212,37.7382
2023,27.44,-121.1212,37.7382
2023,28.68,-121.1212,37.7382
2022,27.88,-121.1241,37.7351
2022,28.05,-121.1241,37.7351
2022,28.68,-121.1241,37.7351
2022,29.99,-121.1241,37.7351
2023,28.58,-121.1241,37.7351
2023,25.95,-121.1241,37.7351
2023,25.18,-121.1241,37.7351
2023,26.25,-121.1241,37.7351
2022,26.79,-121.1245,37.7351
2022,26.91,-121.1245,37.7351
2022,27.58,-121.1245,37.7351
2022,28.86,-121.1245,37.7351
2023,24.8,-121.1245,37.7351
2023,24.01,-121.1245,37.7351
2023,25.1,-121.1245,37.7351
2022,24.19,-121.1245,37.7331
2022,24.53,-121.1245,37.7331
2022,24.75,-121.1245,37.7331
2022,26.05,-121.1245,37.7331
2023,24.42,-121.1245,37.7331
2023,21.9,-121.1245,37.7331
2023,21.4,-121.1245,37.7331
2023,22.61,-121.1245,37.7331
2022,10.82,-120.93617,38.35474
2023,7.45,-120.93617,38.35474
2023,4.65,-120.93617,38.35474
2023,10.44,-120.93617,38.35474
2022,9.3,-120.93531,38.35442
2023,8.25,-120.93531,38.35442
2023,8.95,-120.93531,38.35442
2022,7.88,-122.29423,38.2814
2022,9.06,-122.29423,38.2814
2023,4.33,-122.29423,38.2814
2023,9.59,-122.29423,38.2814
2022,9.53,-122.29438,38.28128
2022,8.53,-122.29438,38.28128
2023,6.8,-122.29438,38.28128
2023,8.3,-122.29438,38.28128
2022,9,-122.29489,38.28129
2022,8.52,-122.29489,38.28129
2023,6.12,-122.29489,38.28129
2023,7.88,-122.29489,38.28129
2022,10.16,-122.29495,38.28181
2022,9.03,-122.29495,38.28181
2022,9.35,-122.29495,38.28181
2022,9.65,-122.29495,38.28181
2022,8.74,-122.29495,38.28181
2023,5.18,-122.29495,38.28181
2023,9.75,-122.29495,38.28181
2023,9.86,-122.29495,38.28181
2022,9.15,-122.29423,38.28165
2022,9.22,-122.29423,38.28165
2023,5.98,-122.29423,38.28165
2023,9.03,-122.29423,38.28165
2022,10.01,-122.29422,38.28163
2022,10.3,-122.29422,38.28163
2023,8.55,-122.29422,38.28163
2023,9.96,-122.29422,38.28163
2022,10.21,-122.29422,38.28162
2022,10.5,-122.29422,38.28162
2023,8.76,-122.29422,38.28162
2023,10.17,-122.29422,38.28162
2022,9.35,-117.89455,33.72763
2022,9.86,-117.89455,33.72763
2022,10.3,-117.89455,33.72763
2022,10.43,-117.89455,33.72763
2023,10.33,-117.89455,33.72763
2023,8.12,-117.89455,33.72763
2022,9.54,-117.89455,33.72763
2022,10.29,-117.89455,33.72763
2022,10.06,-117.89455,33.72763
2023,8.42,-117.89455,33.72763
2023,7.88,-117.89455,33.72763
2022,18.77,-118.27494,33.86618
2023,16.58,-118.27494,33.86618
2022,19.03,-118.275,33.86621
2023,16.68,-118.275,33.86621
2022,18.28,-118.27475,33.86614
2023,16.01,-118.27475,33.86614
2022,18.86,-118.27498,33.86611
2023,16.4,-118.27498,33.86611
2022,17.91,-118.27488,33.86615
2023,16.65,-118.27488,33.86615
2022,7.18,-118.25278,33.83295
2022,9.98,-118.25278,33.83295
2023,4.03,-118.25278,33.83295
2022,7.8,-118.25278,33.83266
2022,9.9,-118.25278,33.83266
2023,3.64,-118.25278,33.83266
2022,8.22,-118.25221,33.83272
2022,10.14,-118.25221,33.83272
2023,3.63,-118.25221,33.83272
2022,7.91,-118.25278,33.83213
2022,9.41,-118.25278,33.83213
2023,5.41,-118.25278,33.83213
2022,8.84,-118.25278,33.83188
2022,10.08,-118.25278,33.83188
2023,5.68,-118.25278,33.83188
2022,15.59,-118.25278,33.83193
2022,14.15,-118.25278,33.83193
2023,13.6,-118.25278,33.83193
2022,19.56,-118.25278,33.83194
2022,20.12,-118.25278,33.83194
2023,17.67,-118.25278,33.83194
2022,7.77,-118.25253,33.83179
2022,8.7,-118.25253,33.83179
2023,4.13,-118.25253,33.83179
2022,13.99,-118.25249,33.83179
2022,14.78,-118.25249,33.83179
2023,10.75,-118.25249,33.83179
2022,18.74,-118.2525,33.83179
2022,19.35,-118.2525,33.83179
2023,16.4,-118.2525,33.83179
2022,8.05,-118.25224,33.83179
2022,22.98,-118.25224,33.83179
2023,4.11,-118.25224,33.83179
2022,8.62,-118.2526,33.83194
2022,10.82,-118.2526,33.83194
2023,4.67,-118.2526,33.83194
2022,16.18,-118.25261,33.83194
2022,16.82,-118.25261,33.83194
2023,12.98,-118.25261,33.83194
2022,18.61,-118.25263,33.83194
2022,20.51,-118.25263,33.83194
2023,17.51,-118.25263,33.83194
2022,7.93,-118.25229,33.83203
2022,8.99,-118.25229,33.83203
2023,4.24,-118.25229,33.83203
2022,18.63,-118.27522,33.86617
2023,16.32,-118.27522,33.86617
2022,18.25,-118.27517,33.86587
2023,16,-118.27517,33.86587
2022,17.6,-118.27497,33.86593
2023,16.31,-118.27497,33.86593
2022,18.07,-118.27474,33.86605
2023,15.81,-118.27474,33.86605
2022,19.01,-118.27501,33.86617
2023,16.8,-118.27501,33.86617
2022,11.9,-118.22223,33.79946
2022,13.3,-118.22223,33.79946
2023,9.81,-118.22223,33.79946
2022,12.55,-118.22221,33.7995
2022,13.68,-118.22221,33.7995
2023,10.13,-118.22221,33.7995
2022,28.1,-120.95647,35.83276
2022,23.33,-120.9565,35.83279
2022,23.19,-120.95645,35.83281
2022,37.78,-122.6751,38.45821
2022,40.45,-122.6751,38.45821
2023,34.76,-122.6751,38.45821
2023,43.35,-122.6751,38.45821
2022,25.65,-122.67639,38.45811
2022,25.94,-122.67639,38.45811
2022,29.07,-122.67639,38.45811
2023,23.81,-122.67639,38.45811
2023,20.63,-122.67639,38.45811
2022,44.12,-118.27724,33.90641
2022,44.08,-118.27724,33.90641
2023,44.36,-118.27724,33.90641
2023,43.15,-118.27724,33.90641
2022,44.95,-118.27668,33.90629
2022,45.01,-118.27668,33.90629
2023,45.11,-118.27668,33.90629
2023,43.98,-118.27668,33.90629
2023,35.13,-121.13586,37.75079
2023,29.22,-121.13682,37.75079
2023,30.04,-121.13728,37.75064
2023,35.25,-121.13591,37.7505
2023,33.91,-121.14131,37.75459
2023,32.58,-121.1412,37.75458
2023,29.47,-121.1344,37.75215
2023,31.32,-121.1469,37.7505
2022,17.48,-118.27481,33.86583
2023,15.28,-118.27481,33.86583
2022,18.31,-118.27554,33.86618
2023,15.88,-118.27554,33.86618
2022,18.4,-118.27518,33.86633
2023,16.2,-118.27518,33.86633
2022,18.31,-118.275,33.86633
2023,15.99,-118.275,33.86633
2022,17.67,-118.27475,33.86632
2023,15.45,-118.27475,33.86632
2022,18.73,-118.27513,33.86698
2023,16.45,-118.27513,33.86698
2022,17.97,-118.27472,33.86696
2023,15.75,-118.27472,33.86696
2022,17.35,-118.27496,33.86567
2023,15.12,-118.27496,33.86567
2022,17.92,-118.27553,33.86599
2023,15.58,-118.27553,33.86599
2022,8.81,-122.00464,37.38916
2022,41.45,-118.27616,33.9067
2022,41.5,-118.27616,33.9067
2023,41.58,-118.27616,33.9067
2023,40.38,-118.27616,33.9067
2022,41.7,-118.27585,33.90642
2023,41.72,-118.27585,33.90642
2023,40.58,-118.27585,33.90642
2022,47.13,-118.27604,33.90512
2022,47.21,-118.27604,33.90512
2023,47.44,-118.27604,33.90512
2023,46.39,-118.27604,33.90512
2022,53.4,-118.27772,33.90522
2022,53.44,-118.27772,33.90522
2023,53.14,-118.27772,33.90522
2023,51.42,-118.27772,33.90522
2022,45.38,-118.27786,33.90681
2022,44.95,-118.27786,33.90681
2023,44.94,-118.27786,33.90681
2023,43.6,-118.27786,33.90681
2022,54.7,-118.27726,33.90403
2022,55.04,-118.27726,33.90403
2023,55.41,-118.27726,33.90403
2023,53.85,-118.27726,33.90403
2022,51.5,-118.2759,33.90403
2022,52.75,-118.2759,33.90403
2023,52.9,-118.2759,33.90403
2023,51.35,-118.2759,33.90403
2023,52.45,-118.2759,33.90403
2023,51.52,-118.2759,33.90403
2023,52.85,-118.2759,33.90403
2022,46.48,-118.27652,33.90516
2022,46.54,-118.27652,33.90516
2023,46.7,-118.27652,33.90516
2023,45.66,-118.27652,33.90516
2022,44.2,-118.27604,33.90583
2022,44.11,-118.27604,33.90583
2023,44.3,-118.27604,33.90583
2023,43.33,-118.27604,33.90583
2022,44.86,-118.27759,33.9072
2022,44.96,-118.27759,33.9072
2023,44.79,-118.27759,33.9072
2023,43.5,-118.27759,33.9072
2022,9.57,-122.29411,38.28149
2022,8.26,-122.29411,38.28149
2022,9.92,-122.29411,38.28149
2022,10.13,-122.29411,38.28149
2023,3.78,-122.29411,38.28149
2023,10.28,-122.29411,38.28149
2023,9.94,-122.29411,38.28149
2022,7.42,-122.29383,38.28131
2022,6.65,-122.29383,38.28131
2023,3.23,-122.29383,38.28131
2023,7.9,-122.29383,38.28131
2022,9.89,-122.2946,38.28177
2022,9.32,-122.2946,38.28177
2022,9.39,-122.2946,38.28177
2022,10.24,-122.2946,38.28177
2023,4.95,-122.2946,38.28177
2023,9.53,-122.2946,38.28177
2023,8.87,-122.2946,38.28177
2022,13.99,-122.29472,38.28159
2022,11.49,-122.29472,38.28159
2022,11.3,-122.29472,38.28159
2022,12.53,-122.29472,38.28159
2023,7.14,-122.29472,38.28159
2023,14.54,-122.29472,38.28159
2023,10.13,-122.29472,38.28159
2022,14.65,-122.29453,38.28159
2022,14.67,-122.29453,38.28159
2023,7.71,-122.29453,38.28159
2023,14.86,-122.29453,38.28159
2023,10.64,-122.29453,38.28159
2022,12.29,-122.29444,38.28148
2022,11.79,-122.29444,38.28148
2022,11.81,-122.29444,38.28148
2022,10.91,-122.29444,38.28148
2023,6.87,-122.29444,38.28148
2023,10.14,-122.29444,38.28148
2022,33.73,-121.52238,38.569
2022,34.72,-121.52239,38.569
2022,32.99,-121.52173,38.56883
2022,32.12,-121.52156,38.56833
2022,32.64,-121.52158,38.56833
2022,33.12,-121.5222,38.56801
2022,34.54,-121.52295,38.56853
2022,32.77,-121.52214,38.56742
2022,35.75,-121.52216,38.56742
2022,31.9,-121.52352,38.56787
2022,34.99,-121.52351,38.56788
2022,34.21,-121.52318,38.56767
2022,31.06,-121.52314,38.56745
2022,33.44,-121.5233,38.56771
2022,32.35,-121.52305,38.56769
2022,31.87,-121.52339,38.56802
2022,28.11,-121.52375,38.56754
2022,31.64,-121.52301,38.5673
2022,51.83,-118.25316,33.81382
2022,52.92,-118.25316,33.81382
2023,52.81,-118.25316,33.81382
2022,52.61,-118.25536,33.81394
2022,53.81,-118.25536,33.81394
2023,53.37,-118.25536,33.81394
2022,53.58,-118.25782,33.81243
2022,54.51,-118.25782,33.81243
2023,54.51,-118.25782,33.81243
2022,28.67,-118.22666,33.83858
2022,28.82,-118.22666,33.83858
2023,27.9,-118.22666,33.83858
2022,28.02,-118.22695,33.83857
2022,28.2,-118.22695,33.83857
2023,28.2,-118.22695,33.83857
2022,33.88,-121.52356,38.56729
2022,36.51,-121.52308,38.56675
2022,27.99,-121.52376,38.5674
2022,32.11,-121.52259,38.56794
2022,32.43,-121.52202,38.56776
2022,24.09,-121.86579,37.3315
2022,24.97,-121.86579,37.3315
2023,21.05,-121.86579,37.3315
2023,18.66,-118.35595000000001,34.02172
2022,49.65,-118.2926,33.76791
2022,49.89,-118.2926,33.76791
2023,48.6,-118.2926,33.76791
2022,52.7,-118.25389,33.81286
2022,53.86,-118.25389,33.81286
2023,53.64,-118.25389,33.81286
2022,52.8,-118.25389,33.81286
2022,53.79,-118.25389,33.81286
2023,53.72,-118.25389,33.81286
2022,19.49,-118.23139,33.82198
2022,21.72,-118.23139,33.82198
2023,18.97,-118.23139,33.82198
2022,50.21,-118.24431,33.80905
2022,51.6,-118.24431,33.80905
