year,depth_to_water,longitude,latitude
2023,7.95,-121.29229,37.80538
2023,9.66,-121.29229,37.80538
2022,11.09,-121.2922,37.80534
2022,11.95,-121.2922,37.80534
2022,12.34,-121.2922,37.80534
2022,12.25,-121.2922,37.80534
2023,8.03,-121.2922,37.80534
2023,7.21,-121.2922,37.80534
2023,9.34,-121.2922,37.80534
2022,18.15,-121.29972,37.8076
2022,18.4,-121.29972,37.8076
2022,22,-121.29972,37.8076
2022,22.25,-121.29972,37.8076
2023,18.96,-121.29972,37.8076
2023,16.22,-121.29972,37.8076
2023,19.7,-121.29972,37.8076
2022,22.66,-121.27122,37.81288
2022,26.13,-121.27122,37.81288
2022,25.58,-121.27122,37.81288
2022,23.62,-121.27122,37.81288
2023,18.22,-121.27122,37.81288
2023,18.8,-121.27122,37.81288
2023,20.03,-121.27122,37.81288
2022,22.85,-121.27112,37.81288
2022,26.43,-121.27112,37.81288
2022,25.95,-121.27112,37.81288
2022,23.7,-121.27112,37.81288
2023,18.03,-121.27112,37.81288
2023,18.59,-121.27112,37.81288
2023,20.41,-121.27112,37.81288
2022,13.69,-121.2802,37.80555
2022,4.25,-121.2802,37.80555
2022,16.51,-121.2802,37.80555
2022,16.41,-121.2802,37.80555
2023,12.55,-121.2802,37.80555
2023,10.43,-121.2802,37.80555
2023,11.91,-121.2802,37.80555
2022,15.53,-121.28021,37.80559
2022,17.63,-121.28021,37.80559
2022,18.16,-121.28021,37.80559
2022,17.42,-121.28021,37.80559
2023,11,-121.28021,37.80559
2023,8.62,-121.28021,37.80559
2023,11.99,-121.28021,37.80559
2022,16.06,-121.28023,37.80567
2022,18.73,-121.28023,37.80567
2022,17.5,-121.28023,37.80567
2022,16.45,-121.28023,37.80567
2023,10.02,-121.28023,37.80567
2023,10.61,-121.28023,37.80567
2023,11.91,-121.28023,37.80567
2022,24.94,-121.26751,37.80828
2022,28.95,-121.26751,37.80828
2022,28.08,-121.26751,37.80828
2022,25.53,-121.26751,37.80828
2023,18.18,-121.26751,37.80828
2023,19.5,-121.26751,37.80828
2023,21.45,-121.26751,37.80828
2022,25.58,-121.26736,37.80828
2022,29.88,-121.26736,37.80828
2022,28.96,-121.26736,37.80828
2022,26.35,-121.26736,37.80828
2023,18.4,-121.26736,37.80828
2023,20.04,-121.26736,37.80828
2023,21.96,-121.26736,37.80828
2022,17.82,-121.27737,37.80818
2022,19.72,-121.27737,37.80818
2022,19.68,-121.27737,37.80818
2022,19.95,-121.27737,37.80818
2023,16.24,-121.27737,37.80818
2023,13.92,-121.27737,37.80818
2023,14.15,-121.27737,37.80818
2022,21.7,-121.27733,37.80818
2022,24.53,-121.27733,37.80818
2022,22.94,-121.27733,37.80818
2022,25.15,-121.27733,37.80818
2023,20.98,-121.27733,37.80818
2023,18.17,-121.27733,37.80818
2023,18.02,-121.27733,37.80818
2022,16.26,-121.27734,37.80821
2022,16.97,-121.27734,37.80821
2022,17.75,-121.27734,37.80821
2023,15.47,-121.27734,37.80821
2023,12.18,-121.27734,37.80821
2023,12.31,-121.27734,37.80821
2022,15.72,-121.27734,37.80811
2022,16.39,-121.27734,37.80811
2022,17.64,-121.27734,37.80811
2022,16.31,-121.27734,37.80811
2023,14.6,-121.27734,37.80811
2023,11.84,-121.27734,37.80811
2023,12.28,-121.27734,37.80811
2022,16.4,-121.27734,37.80825
2022,17.07,-121.27734,37.80825
2022,18.13,-121.27734,37.80825
2022,17.91,-121.27734,37.80825
2023,14.21,-121.27734,37.80825
2023,12.33,-121.27734,37.80825
2023,12.74,-121.27734,37.80825
2022,66.37,-118.17052,33.94167
2022,66.61,-118.17052,33.94167
2022,68,-118.16955,33.94159
2022,68.22,-118.16955,33.94159
2022,69.43,-118.1689,33.94154
2022,69.64,-118.1689,33.94154
2022,67.97,-118.16924,33.94121
2022,68.26,-118.16924,33.94121
2022,67.14,-118.16981,33.94083
2022,67.44,-118.16981,33.94083
2022,67.55,-118.17046,33.94122
2022,67.81,-118.17046,33.94122
2022,68.15,-118.16953,33.94138
2022,68.4,-118.16953,33.94138
2022,122.24,-120.05005,36.95069
2022,123.41,-120.05005,36.95069
2022,130.09,-120.04978,36.95088
2022,130.85,-120.04978,36.95088
2022,130.6,-120.04963,36.95104
2022,131.44,-120.04963,36.95104
2022,121.81,-120.04981,36.9507
2022,122.32,-120.04981,36.9507
2022,51.91,-118.36098,33.94587
2022,52.46,-118.36098,33.94587
2023,50.73,-118.36098,33.94587
2022,51.92,-118.36098,33.94582
2022,52.47,-118.36098,33.94582
2022,51.21,-118.36112,33.94585
2022,51.79,-118.36112,33.94585
2023,49.9,-118.36112,33.94585
2022,51.55,-118.361,33.94574
2022,52.08,-118.361,33.94574
2023,50.31,-118.361,33.94574
2022,51.64,-118.36106,33.94595
2022,52.21,-118.36106,33.94595
2023,51.28,-118.36106,33.94595
2023,50.45,-118.36106,33.94595
2022,52.69,-118.36082,33.94582
2022,53.22,-118.36082,33.94582
2023,52.49,-118.36082,33.94582
2023,51.63,-118.36082,33.94582
2022,51.42,-118.36091,33.9456
2022,51.95,-118.36091,33.9456
2023,50.2,-118.36091,33.9456
2022,52.23,-118.36091,33.94595
2022,52.76,-118.36091,33.94595
2023,51.98,-118.36091,33.94595
2023,51.13,-118.36091,33.94595
2022,20.2,-121.26989,37.80525
2022,23.92,-121.26989,37.80525
2022,23.1,-121.26989,37.80525
2022,20.25,-121.26989,37.80525
2023,14.18,-121.26989,37.80525
2023,15.15,-121.26989,37.80525
2022,22.25,-121.26989,37.80523
2022,25.81,-121.26989,37.80523
2022,24.45,-121.26989,37.80523
2022,22.2,-121.26989,37.80523
2023,14.2,-121.26989,37.80523
2023,16.2,-121.26989,37.80523
2023,17,-121.26989,37.80523
2023,51.97,-118.90425,34.3993
2023,46.75,-118.90425,34.3993
2023,44.89,-118.90425,34.3993
2023,44.82,-118.90425,34.3993
2023,45.12,-118.90425,34.3993
2023,55.3,-118.90489,34.3993
2023,48.16,-118.90489,34.3993
2023,45.11,-118.90489,34.3993
2023,44.56,-118.90489,34.3993
2023,45.62,-118.90489,34.3993
2022,25.31,-121.95567,37.59156
2022,26.92,-121.95567,37.59156
2023,19.66,-121.95567,37.59156
2022,25.19,-121.95558,37.59167
2022,26.24,-121.95558,37.59167
2023,20.05,-121.95558,37.59167
2022,24.92,-121.9556,37.59157
2022,25.98,-121.9556,37.59157
2023,19.43,-121.9556,37.59157
2022,25.52,-121.95556,37.5916
2022,26.56,-121.95556,37.5916
2023,20.11,-121.95556,37.5916
2022,5.08,-122.7306,38.4581
2022,64.19,-116.21705,33.71503
2022,65.12,-116.21705,33.71503
2023,64.65,-116.21705,33.71503
2022,63.9,-116.21705,33.71523
2022,64.66,-116.21705,33.71523
2023,64.27,-116.21705,33.71523
2022,6.51,-114.60973,33.60987
2022,6.67,-114.60992,33.61074
2022,6.78,-114.60993,33.61033
2022,6.3,-114.60856,33.60981
2022,7.4,-114.60771,33.60898
2022,7.43,-114.60771,33.60898
2022,6.46,-114.60923,33.61
2022,145.98,-118.26362,33.98721
2022,146.52,-118.26362,33.98721
2023,146.6,-118.26362,33.98721
2022,146.13,-118.26353,33.98723
2022,146.71,-118.26353,33.98723
2023,146.85,-118.26353,33.98723
2022,122.25,-118.26633,33.98625
2022,122.57,-118.26633,33.98625
2023,123.05,-118.26633,33.98625
2022,145.8,-118.26358,33.98723
2022,146.25,-118.26358,33.98723
2023,146.47,-118.26358,33.98723
2022,140.04,-118.26632,33.98622
2022,139.51,-118.26632,33.98622
2023,140.49,-118.26632,33.98622
2022,140.53,-118.26632,33.98628
2022,140.98,-118.26632,33.98628
2023,141.35,-118.26632,33.98628
2022,139.85,-118.26749,33.98711
2022,140.33,-118.26749,33.98711
2023,140.45,-118.26749,33.98711
2023,141.39,-118.26692,33.98667
2022,140.78,-118.26692,33.98667
2022,141.23,-118.26692,33.98667
2022,140.72,-118.26692,33.98664
2022,141.21,-118.26692,33.98664
2023,141.35,-118.26692,33.98664
2022,142.49,-118.26633,33.98747
2022,142.92,-118.26633,33.98747
2023,143.18,-118.26633,33.98747
2022,142.43,-118.26633,33.98751
2022,142.92,-118.26633,33.98751
2023,143.05,-118.26633,33.98751
2022,144.86,-118.26496,33.98681
2022,145.28,-118.26496,33.98681
2023,145.45,-118.26496,33.98681
2022,145.11,-118.26494,33.98681
2022,145.21,-118.26494,33.98681
2023,145.67,-118.26494,33.98681
2022,146.02,-118.26495,33.98723
2022,146.24,-118.26495,33.98723
2023,146.53,-118.26495,33.98723
2022,143.59,-118.26492,33.98723
2022,144,-118.26492,33.98723
2023,144.22,-118.26492,33.98723
2022,147.65,-118.26536,33.98761
2022,147.95,-118.26536,33.98761
2023,148.1,-118.26536,33.98761
2022,144.4,-118.26538,33.98761
2022,144.84,-118.26538,33.98761
2023,145.05,-118.26538,33.98761
2022,142.07,-118.26611,33.98664
2022,142.48,-118.26611,33.98664
2023,142.6,-118.26611,33.98664
2022,147.95,-118.26483,33.98861
2023,148.38,-118.26483,33.98861
2022,16.2,-120.50882,40.40083
2023,10.92,-120.50882,40.40083
2022,24.98,-120.51187,40.39893
2023,19.75,-120.51187,40.39893
2022,25.86,-120.51343,40.39742
2023,23.28,-120.51343,40.39742
2022,40.8,-121.25804,37.98085
2022,46.04,-121.25804,37.98085
2023,32.03,-121.25804,37.98085
2022,18.98,-122.08742,37.67923
2022,20.41,-122.08742,37.67923
2023,15.09,-122.08742,37.67923
2022,152.33,-118.26485,33.98861
2023,152.37,-118.26485,33.98861
2022,22.68,-123.8308,40.2468
2022,23.87,-123.8308,40.2468
2022,21.65,-123.83113,40.24676
2022,22.88,-123.83113,40.24676
2022,21.29,-123.83102,40.24674
2022,22.52,-123.83102,40.24674
2022,15.21,-122.05692,38.00185
2022,15.61,-122.05692,38.00185
2022,16.03,-122.05692,38.00185
2022,15.72,-122.05692,38.00185
2023,11.56,-122.05692,38.00185
2023,15.05,-122.05692,38.00185
2022,13.93,-122.05626,38.00195
2022,14.79,-122.05626,38.00195
2022,15.25,-122.05626,38.00195
2022,14.85,-122.05626,38.00195
2023,10.98,-122.05626,38.00195
2023,13.12,-122.05626,38.00195
2022,11.92,-122.05561,38.00202
2022,12.27,-122.05561,38.00202
2022,11.62,-122.05561,38.00202
2022,12.66,-122.05561,38.00202
2022,12.33,-122.05561,38.00202
2023,9.43,-122.05561,38.00202
2023,11.19,-122.05561,38.00202
2022,12.05,-122.05724,38.00263
2022,12.16,-122.05724,38.00263
2022,12.44,-122.05724,38.00263
2022,12.93,-122.05724,38.00263
2023,9.31,-122.05724,38.00263
2023,10.12,-122.05724,38.00263
2023,15.16,-118.25792,34.07633
2022,17.17,-118.2578,34.0763
2022,17.21,-118.2578,34.0763
2022,17.38,-118.2578,34.0763
2022,17.3,-118.2578,34.0763
2023,16.24,-118.2578,34.0763
2023,15.78,-118.2578,34.0763
2023,15.67,-118.2578,34.0763
2022,16.04,-118.25792,34.07635
2022,16.16,-118.25792,34.07635
2022,16.34,-118.25792,34.07635
2022,16.26,-118.25792,34.07635
2023,15.27,-118.25792,34.07635
2023,14.77,-118.25792,34.07635
2023,14.7,-118.25792,34.07635
2022,15.27,-118.25802,34.07637
2022,15.44,-118.25802,34.07637
2022,15.67,-118.25802,34.07637
2022,15.55,-118.25802,34.07637
2023,14.65,-118.25802,34.07637
2023,14.12,-118.25802,34.07637
2023,14.13,-118.25802,34.07637
2022,11.79,-118.25848,34.07552
2022,11.92,-118.25848,34.07552
2022,12.5,-118.25848,34.07552
2022,12.19,-118.25848,34.07552
2023,11.14,-118.25848,34.07552
2023,10.77,-118.25848,34.07552
2023,10.35,-118.25848,34.07552
2022,7.38,-118.25882,34.07568
2022,7.51,-118.25882,34.07568
2022,8.19,-118.25882,34.07568
2022,7.71,-118.25882,34.07568
2023,6.97,-118.25882,34.07568
2023,6.76,-118.25882,34.07568
2023,6.45,-118.25882,34.07568
2022,7.4,-118.25903,34.07577
2022,7.54,-118.25903,34.07577
2022,8.19,-118.25903,34.07577
2022,7.71,-118.25903,34.07577
2023,7.07,-118.25903,34.07577
2023,6.85,-118.25903,34.07577
2023,6.68,-118.25903,34.07577
2022,4.26,-118.25929,34.07521
2022,4.39,-118.25929,34.07521
2022,5.1,-118.25929,34.07521
2022,4.52,-118.25929,34.07521
2023,4.07,-118.25929,34.07521
2023,5.9,-118.25929,34.07521
2023,3.67,-118.25929,34.07521
2022,17.58,-118.25753,34.07658
2022,17.63,-118.25753,34.07658
2022,17.66,-118.25753,34.07658
2022,17.67,-118.25753,34.07658
2023,17.05,-118.25753,34.07658
2023,16.45,-118.25753,34.07658
2023,16.52,-118.25753,34.07658
2022,16.86,-118.25752,34.07706
2022,17.02,-118.25752,34.07706
2022,17.35,-118.25752,34.07706
2022,17.3,-118.25752,34.07706
2023,15.76,-118.25752,34.07706
2023,15.42,-118.25752,34.07706
2023,15.73,-118.25752,34.07706
2022,15.34,-118.25804,34.07623
2022,15.48,-118.25804,34.07623
2022,15.75,-118.25804,34.07623
2022,15.62,-118.25804,34.07623
2023,14.56,-118.25804,34.07623
2023,14.14,-118.25804,34.07623
2023,13.84,-118.25804,34.07623
2022,15.36,-118.25804,34.07623
2022,15.77,-118.25804,34.07623
2022,15.66,-118.25804,34.07623
2023,14.69,-118.25804,34.07623
2023,13.86,-118.25804,34.07623
2022,7.12,-118.25883,34.07567
2022,7.32,-118.25883,34.07567
2022,7.92,-118.25883,34.07567
2022,7.48,-118.25883,34.07567
2023,6.75,-118.25883,34.07567
2023,6.53,-118.25883,34.07567
2023,6.23,-118.25883,34.07567
2022,7.28,-118.25883,34.07567
2022,8.5,-118.25883,34.07567
2022,7.63,-118.25883,34.07567
2023,6.94,-118.25883,34.07567
2023,6.71,-118.25883,34.07567
2023,6.5,-118.25883,34.07567
2022,4.97,-118.25925,34.07521
2022,5.79,-118.25925,34.07521
2022,5.22,-118.25925,34.07521
2023,5.74,-118.25925,34.07521
2023,5.59,-118.25925,34.07521
2023,4.38,-118.25925,34.07521
2022,4.94,-118.25925,34.07521
2022,5.73,-118.25925,34.07521
2022,5.2,-118.25925,34.07521
2023,4.7,-118.25925,34.07521
2023,4.54,-118.25925,34.07521
2023,4.32,-118.25925,34.07521
2022,56.55,-118.26397,33.80898
2023,56.85,-118.26397,33.80898
2022,51.79,-120.62185,34.97288
2022,52.06,-120.62185,34.97288
2022,52.29,-120.62185,34.97288
2023,50.87,-120.62185,34.97288
2023,50.66,-120.62185,34.97288
2023,50.4,-120.62185,34.97288
2023,50.21,-120.62185,34.97288
2023,49.65,-120.62185,34.97288
2022,116.11,-120.62503,34.97266
2022,116.15,-120.62503,34.97266
2022,116.2,-120.62503,34.97266
2023,115.74,-120.62503,34.97266
2023,115.45,-120.62503,34.97266
2023,115.21,-120.62503,34.97266
2023,114.98,-120.62503,34.97266
2023,114.58,-120.62503,34.97266
2022,87.19,-120.6256,34.97358
2022,87.87,-120.6256,34.97358
2023,86.77,-120.6256,34.97358
2023,86.53,-120.6256,34.97358
2023,86.26,-120.6256,34.97358
2023,86.09,-120.6256,34.97358
2023,85.79,-120.6256,34.97358
2022,96.08,-120.6235,34.97183
2022,96.09,-120.6235,34.97183
2022,96.23,-120.6235,34.97183
2023,95.65,-120.6235,34.97183
2023,95.35,-120.6235,34.97183
2023,95.18,-120.6235,34.97183
2023,95.22,-120.6235,34.97183
2023,94.76,-120.6235,34.97183
2023,94.35,-120.6235,34.97183
2022,13.91,-122.05733,38.00166
2022,14.05,-122.05733,38.00166
2022,14.43,-122.05733,38.00166
2022,14.47,-122.05733,38.00166
2023,10.08,-122.05733,38.00166
2023,14.31,-122.05733,38.00166
2022,14.89,-122.0576,38.00219
2022,14.57,-122.0576,38.00219
2022,14.96,-122.0576,38.00219
2022,15.14,-122.0576,38.00219
2023,13.93,-122.0576,38.00219
2023,14.09,-122.0576,38.00219
2022,10.79,-122.05789,38.00265
2022,12.4,-122.05789,38.00265
2022,12.74,-122.05789,38.00265
2022,12.18,-122.05789,38.00265
2023,7.92,-122.05789,38.00265
2023,10.53,-122.05789,38.00265
2022,14.04,-122.0576,38.00216
2022,15.54,-122.0576,38.00216
2022,15.85,-122.0576,38.00216
2022,16.16,-122.0576,38.00216
2023,12.14,-122.0576,38.00216
2023,17.85,-122.0576,38.00216
2022,35.58,-122.05623,38.0023
2022,35.13,-122.05623,38.0023
2022,35.44,-122.05623,38.0023
2022,35.86,-122.05623,38.0023
2023,32.33,-122.05623,38.0023
2023,32.85,-122.05623,38.0023
2022,34.71,-122.05528,38.00242
2022,34.95,-122.05528,38.00242
2022,35.02,-122.05528,38.00242
2022,35.43,-122.05528,38.00242
2022,35.89,-122.05528,38.00242
2023,34.02,-122.05528,38.00242
2023,34.45,-122.05528,38.00242
2022,17.75,-122.05612,38.00209
2023,10.81,-122.05612,38.00209
2022,14.13,-122.05773,38.00238
2022,15.86,-122.05773,38.00238
2022,16.13,-122.05773,38.00238
2022,15.98,-122.05773,38.00238
2023,12.01,-122.05773,38.00238
2023,15.49,-122.05773,38.00238
2022,25.84,-122.05639,38.0022
2022,19.72,-122.05639,38.0022
2023,18.41,-122.05639,38.0022
2022,14.73,-122.0565,38.00204
2022,14.45,-122.0565,38.00204
2022,14.29,-122.0565,38.00204
2022,15.03,-122.0565,38.00204
2023,11.08,-122.0565,38.00204
2023,14.16,-122.0565,38.00204
2022,18.41,-122.05762,38.00231
2022,16.53,-122.05762,38.00231
2023,18.65,-122.05762,38.00231
2022,13.5,-122.05666,38.00209
2022,14.12,-122.05666,38.00209
2022,14.56,-122.05666,38.00209
2022,14.66,-122.05666,38.00209
2023,11.46,-122.05666,38.00209
2023,13.36,-122.05666,38.00209
2022,15.69,-122.05703,38.00208
2022,16.27,-122.05703,38.00208
2022,16.69,-122.05703,38.00208
2022,16.71,-122.05703,38.00208
2023,13.77,-122.05703,38.00208
2023,16,-122.05703,38.00208
2022,14.39,-122.05728,38.00221
2022,15.51,-122.05728,38.00221
2022,15.98,-122.05728,38.00221
2022,15.99,-122.05728,38.00221
2023,12.76,-122.05728,38.00221
2023,15.85,-122.05728,38.00221
2022,17.45,-122.05773,38.00253
2022,15.72,-122.05773,38.00253
2023,14.8,-122.05773,38.00253
2022,18.05,-122.05752,38.00219
2022,16.23,-122.05752,38.00219
2023,19.45,-122.05752,38.00219
2022,20.27,-122.05709,38.0021
2022,20.25,-122.05709,38.0021
2023,19.7,-122.05709,38.0021
2022,6.09,-122.05585,38.00236
2022,8.71,-122.05585,38.00236
2022,9.24,-122.05585,38.00236
2022,9.97,-122.05585,38.00236
2023,6.02,-122.05585,38.00236
2023,6.63,-122.05585,38.00236
2022,30.93,-122.05612,38.00231
2022,30.96,-122.05612,38.00231
2022,31.34,-122.05612,38.00231
2022,31.55,-122.05612,38.00231
2023,29.72,-122.05612,38.00231
2023,30.79,-122.05612,38.00231
2022,31.39,-122.05646,38.00216
2022,31.42,-122.05646,38.00216
2022,31.78,-122.05646,38.00216
2022,31.93,-122.05646,38.00216
2023,30.07,-122.05646,38.00216
2023,30.94,-122.05646,38.00216
2022,17.36,-122.05653,38.00221
2022,17.27,-122.05653,38.00221
2022,17.69,-122.05653,38.00221
2022,17.91,-122.05653,38.00221
2023,16.54,-122.05653,38.00221
2023,16.23,-122.05653,38.00221
2022,16.06,-122.05764,38.00234
2022,15.6,-122.05764,38.00234
2022,16.02,-122.05764,38.00234
2022,16.23,-122.05764,38.00234
2023,15.16,-122.05764,38.00234
2023,15.02,-122.05764,38.00234
2022,15.36,-122.0577,38.00245
2022,15.92,-122.0577,38.00245
2022,16.3,-122.0577,38.00245
2022,16.54,-122.0577,38.00245
2023,15.37,-122.0577,38.00245
2023,15.04,-122.0577,38.00245
2022,15.37,-122.05544,38.00433
2022,15.57,-122.05544,38.00433
2022,15.95,-122.05544,38.00433
2022,16.17,-122.05544,38.00433
2023,15.04,-122.05544,38.00433
2023,14.75,-122.05544,38.00433
2022,17.48,-120.46025,36.86251
2022,19.05,-120.46025,36.86251
2022,17.5,-120.46047,36.86193
2022,19.2,-120.46047,36.86193
2022,17.1,-120.46047,36.86193
2022,16.62,-120.45954,36.86217
2022,16.05,-120.45954,36.86217
2022,17,-120.4599,36.8619
2022,16.6,-120.4599,36.8619
2023,15.3,-120.4599,36.8619
2023,9.2,-120.4599,36.8619
2023,15.2,-120.4599,36.8619
2022,17.1,-120.46,36.86202
2022,12.69,-122.13318,37.66015
2022,12.02,-122.13312,37.66004
2022,13.09,-122.13339,37.66022
2022,13.24,-122.13359,37.6602
2022,13.11,-122.13375,37.66011
2022,12.75,-122.13375,37.65995
2022,12.42,-122.13364,37.65979
2022,11.92,-122.1334,37.65938
2022,9.79,-122.13283,37.65931
2022,47.38,-121.44823,36.50991
2022,52.92,-121.44823,36.50991
2022,47.62,-121.44841,36.50998
2022,52.73,-121.44841,36.50998
2022,47.51,-121.44809,36.51001
2022,52.96,-121.44809,36.51001
2023,4.92,-122.10326,37.42608
2023,5.34,-122.10326,37.42608
2022,5.93,-122.1034,37.42311
2022,6.29,-122.1034,37.42311
2023,5.86,-122.1034,37.42311
2023,6.09,-122.1034,37.42311
2022,19.32,-122.17451,37.76364
2022,20.33,-122.17451,37.76364
2023,8.29,-122.17451,37.76364
2023,10.89,-122.17451,37.76364
2023,19.74,-122.17451,37.76364
2022,10,-122.17465,37.76363
2022,9.62,-122.17465,37.76363
2022,9.22,-122.17465,37.76363
2023,9.45,-122.17465,37.76363
2023,9.98,-122.17465,37.76363
2022,18.65,-122.17465,37.76347
2022,17.56,-122.17465,37.76347
2022,13.38,-122.17465,37.76347
2023,42.49,-122.17465,37.76347
2023,11.41,-122.17465,37.76347
2023,27.57,-118.14432,33.81683
2023,27.59,-118.14432,33.81683
2023,27.71,-118.14432,33.81683
2023,25.02,-118.14286,33.81676
2023,25.08,-118.14286,33.81676
2023,24.99,-118.14286,33.81679
2023,25.09,-118.14286,33.81679
2023,25.04,-118.14286,33.81679
2023,27.35,-118.144,33.81563
2023,27.33,-118.144,33.81563
2023,27.42,-118.144,33.81563
2023,27.29,-118.144,33.81561
2023,27.35,-118.144,33.81561
2023,27.31,-118.144,33.81561
2023,27.17,-118.14356,33.81634
2023,27.21,-118.14356,33.81634
2023,27.26,-118.14356,33.81634
2023,28.24,-118.14511,33.81689
2023,28.23,-118.14511,33.81689
2023,28.18,-118.14511,33.81689
2023,28.46,-118.14508,33.81632
2023,28.44,-118.14508,33.81632
2023,28.45,-118.14508,33.81632
2023,27.08,-118.14505,33.81544
2023,27.11,-118.14505,33.81544
2023,27.14,-118.14505,33.81544
2023,28.69,-118.14621,33.81574
2023,28.71,-118.14621,33.81574
2023,28.75,-118.14621,33.81574
2023,27.63,-118.14579,33.81538
2023,27.65,-118.14579,33.81538
2023,27.72,-118.14579,33.81538
2023,29.81,-118.14578,33.81536
2023,29.92,-118.14578,33.81536
2023,30.5,-118.14578,33.81536
2022,285.68,-118.32984,34.09307
2022,284.58,-118.32984,34.09307
2022,284.94,-118.32984,34.09307
2022,284.98,-118.32984,34.09307
2023,286.9,-118.32984,34.09307
2023,288.17,-118.32984,34.09307
2023,288.33,-118.32984,34.09307
2022,281.7,-118.33094,34.09139
2022,280.73,-118.33094,34.09139
2022,281.06,-118.33094,34.09139
2022,281.08,-118.33094,34.09139
2023,282.65,-118.33094,34.09139
2023,283.63,-118.33094,34.09139
2023,284.08,-118.33094,34.09139
2022,283.55,-118.32984,34.0918
2022,282.53,-118.32984,34.0918
2022,282.85,-118.32984,34.0918
2022,282.9,-118.32984,34.0918
2023,284.93,-118.32984,34.0918
2023,285.81,-118.32984,34.0918
2023,285.76,-118.32984,34.0918
2022,286.61,-118.3288,34.0923
2022,285.59,-118.3288,34.0923
2022,286.04,-118.3288,34.0923
2022,286.11,-118.3288,34.0923
2023,288.01,-118.3288,34.0923
2023,288.77,-118.3288,34.0923
2023,289.03,-118.3288,34.0923
2022,289.23,-118.32776,34.09228
2022,288.9,-118.32776,34.09228
2022,288.63,-118.32776,34.09228
2022,288.83,-118.32776,34.09228
2023,290.77,-118.32776,34.09228
2023,291.47,-118.32776,34.09228
2023,291.68,-118.32776,34.09228
2022,82.65,-117.63201,33.97205
2022,83.75,-117.63201,33.97205
2022,85.73,-117.63201,33.97205
2022,84.67,-117.63201,33.97205
2023,82.55,-117.63201,33.97205
2023,79.06,-117.63201,33.97205
2023,83.24,-117.63201,33.97205
2022,88.56,-117.63198,33.97205
2022,89.25,-117.63198,33.97205
2022,90.29,-117.63198,33.97205
2022,90.45,-117.63198,33.97205
2023,88.31,-117.63198,33.97205
2023,84.28,-117.63198,33.97205
2023,86.85,-117.63198,33.97205
2022,85.68,-117.63196,33.97205
2022,86.38,-117.63196,33.97205
2022,87.32,-117.63196,33.97205
2022,87.54,-117.63196,33.97205
2023,85.52,-117.63196,33.97205
2023,81.65,-117.63196,33.97205
2023,83.84,-117.63196,33.97205
2022,29.22,-117.67044,33.96857
2022,30.02,-117.67044,33.96857
2022,33.63,-117.67044,33.96857
2022,30.1,-117.67044,33.96857
2023,25.35,-117.67044,33.96857
2023,21.37,-117.67044,33.96857
2023,28.9,-117.67044,33.96857
2022,26.92,-117.67041,33.96857
2022,27.75,-117.67041,33.96857
2022,31.45,-117.67041,33.96857
2022,27.57,-117.67041,33.96857
2023,23,-117.67041,33.96857
2023,18.67,-117.67041,33.96857
2023,26.32,-117.67041,33.96857
2022,26.58,-117.67037,33.96857
2022,27.44,-117.67037,33.96857
2022,31,-117.67037,33.96857
2022,27.2,-117.67037,33.96857
2023,22.62,-117.67037,33.96857
2023,18.27,-117.67037,33.96857
2023,25.64,-117.67037,33.96857
2022,20.34,-117.66155,33.94645
2022,20.85,-117.66155,33.94645
2022,22.5,-117.66155,33.94645
2022,20.23,-117.66155,33.94645
2023,17.7,-117.66155,33.94645
2023,17.75,-117.66155,33.94645
2023,20.55,-117.66155,33.94645
2022,22.05,-117.66155,33.94643
2022,22.76,-117.66155,33.94643
2022,23.83,-117.66155,33.94643
2022,22.38,-117.66155,33.94643
2023,20.18,-117.66155,33.94643
2023,20.05,-117.66155,33.94643
2023,22.8,-117.66155,33.94643
2022,16.22,-117.64583,33.94639
2022,17,-117.64583,33.94639
2022,17.98,-117.64583,33.94639
2022,17.67,-117.64583,33.94639
2023,16.42,-117.64583,33.94639
2023,14.62,-117.64583,33.94639
2023,16.74,-117.64583,33.94639
2022,16.02,-117.64583,33.94641
2022,17.12,-117.64583,33.94641
2022,18.08,-117.64583,33.94641
2022,17.56,-117.64583,33.94641
2023,15.15,-117.64583,33.94641
2023,14.3,-117.64583,33.94641
2023,16.72,-117.64583,33.94641
2022,12.78,-117.65885,33.95775
2022,14.74,-117.65885,33.95775
2022,16.82,-117.65885,33.95775
2022,14.82,-117.65885,33.95775
2023,10.36,-117.65885,33.95775
2023,8.16,-117.65885,33.95775
2023,30.3,-117.65885,33.95775
2022,42.01,-118.34263,33.91652
2022,41.81,-118.34263,33.91652
2023,41.01,-118.34263,33.91652
2023,38.51,-118.34263,33.91652
2022,46.01,-121.44888,36.5106
2022,49.12,-121.44888,36.5106
2022,47.52,-121.44765,36.51057
2022,47.18,-121.44805,36.50981
2022,52.65,-121.44805,36.50981
2022,47.82,-121.44839,36.51006
2022,51.15,-121.44839,36.51006
2022,47.54,-121.44809,36.50999
2022,41.92,-116.99739,34.91223
2022,42.59,-116.99739,34.91223
2022,43.3,-116.99739,34.91223
2022,41.7,-116.99742,34.91223
2022,42.38,-116.99742,34.91223
2022,43.09,-116.99742,34.91223
2022,41.69,-116.9985,34.91169
2022,42.32,-116.9985,34.91169
2022,43.05,-116.9985,34.91169
2022,43.02,-116.99908,34.9127
2022,43.72,-116.99908,34.9127
2022,44.44,-116.99908,34.9127
