ces_4_0_score,ces_4_0_percentile,ces_4_0_percentile_range,california_county,total_population,hispanic_percent,white_percent,african_american_percent,native_american_percent,asian_american_percent,other_multiple_percent
14.28,23.75,20-25%,El Dorado,2859,13.61,73.87,2.66,0,4.79,5.07
21.43,40.96,40-45%,El Dorado,3011,11.62,82.43,0.9,0,4.52,0.53
23.94,46.65,45-50%,El Dorado,4368,23.47,65.16,1.67,0,6.57,3.14
4.16,1.77,1-5% (lowest scores),El Dorado,2551,8.47,86.36,0.55,0,1.29,3.33
5.21,3.37,1-5% (lowest scores),El Dorado,2460,8.82,82.28,0.04,0.24,0.98,7.64
4.96,2.96,1-5% (lowest scores),El Dorado,2398,11.18,83.03,0.33,0,0,5.46
4.98,3.01,1-5% (lowest scores),El Dorado,5446,2.44,92.86,0,0,0.51,4.19
10.60,14.41,10-15%,El Dorado,7911,10.47,86.2,0.42,0.29,0.56,2.07
11.70,17.06,15-20%,El Dorado,3668,7.09,85.8,1.44,0.14,2.62,2.92
3.39,0.96,1-5% (lowest scores),El Dorado,6167,6.41,82.8,0,1.12,7.69,1.99
10.15,13.30,10-15%,El Dorado,9602,3.83,79.14,1.39,0.23,9.97,5.44
3.33,0.90,1-5% (lowest scores),El Dorado,6492,12.78,69.7,2.53,0,6.79,8.19
2.34,0.39,1-5% (lowest scores),El Dorado,4697,7.92,79.71,0.87,0,7.6,3.9
5.57,3.92,1-5% (lowest scores),El Dorado,5029,11.93,73.65,1.93,0,8.83,3.66
4.25,1.98,1-5% (lowest scores),El Dorado,4712,20.9,70.95,0.32,2.48,2.36,2.99
9.41,11.46,10-15%,El Dorado,7443,15.79,78.38,0.05,0,3.87,1.91
13.99,23.02,20-25%,El Dorado,6779,9.94,86.06,1.02,0.27,1.78,0.93
4.22,1.94,1-5% (lowest scores),El Dorado,4008,6.19,86.7,1.1,0.4,3.74,1.87
4.21,1.89,1-5% (lowest scores),El Dorado,6266,18.54,71.91,1.26,0,3.22,5.06
9.34,11.27,10-15%,El Dorado,2497,15.38,78.29,1.4,0,1.96,2.96
10.01,12.96,10-15%,El Dorado,3915,21.25,70.6,1.07,0,2.63,4.44
8.05,8.62,5-10%,El Dorado,3251,8.64,81.14,0.06,3.2,4.28,2.68
7.29,7.29,5-10%,El Dorado,4818,9.36,85.91,0.44,1.41,1.04,1.85
21.97,42.08,40-45%,El Dorado,6284,13.86,80.27,0,1.03,4.36,0.48
18.34,33.57,30-35%,El Dorado,5326,13.91,83.95,0.15,0.94,0,1.05
21.38,40.80,40-45%,El Dorado,5138,15.43,78.4,1.83,0,2.86,1.48
