chemical,date,latitude,longitude,measurement,units
Perfluorooctane sulfonate (PFOS),2020-07-02,37.680161,-121.757127,16,NG/L
Perfluorooctanoic acid (PFOA),2021-07-22,37.690106,-121.781655,4.2,NG/L
Perfluorooctane sulfonate (PFOS),2022-04-26,37.682753,-121.78573,6.2,NG/L
Perfluorooctane sulfonate (PFOS),2020-12-16,37.690106,-121.781655,11,NG/L
Perfluorooctanoic acid (PFOA),2022-01-05,37.682753,-121.78573,2.9,NG/L
Perfluorooctanoic acid (PFOA),2022-09-22,37.690106,-121.781655,5.8,NG/L
Perfluorooctanoic acid (PFOA),2021-09-29,37.682975,-121.799819,2,NG/L
Perfluorooctanoic acid (PFOA),2020-05-07,37.682753,-121.78573,3,NG/L
Perfluorooctane sulfonate (PFOS),2022-09-22,37.682753,-121.78573,5.4,NG/L
Perfluorooctanoic acid (PFOA),2022-09-29,37.676878,-121.795501,3.1,NG/L
Perfluorooctane sulfonate (PFOS),2022-12-28,37.682975,-121.799819,2,NG/L
Perfluorooctane sulfonate (PFOS),2022-12-28,37.682753,-121.78573,5,NG/L
Perfluorooctanoic acid (PFOA),2022-12-28,37.676878,-121.795501,3.1,NG/L
Perfluorooctane sulfonate (PFOS),2020-10-15,37.682753,-121.78573,5,NG/L
Perfluorooctanoic acid (PFOA),2020-10-15,37.682753,-121.78573,2.3,NG/L
Perfluorooctane sulfonate (PFOS),2021-06-24,37.682975,-121.799819,2,NG/L
Perfluorooctanoic acid (PFOA),2021-09-16,37.676878,-121.795501,2,NG/L
Perfluorooctanoic acid (PFOA),2021-02-11,37.682975,-121.799819,2,NG/L
Perfluorooctane sulfonate (PFOS),2022-04-26,37.676878,-121.795501,2.4,NG/L
Perfluorooctane sulfonate (PFOS),2020-05-20,37.682975,-121.799819,3,NG/L
Perfluorooctane sulfonate (PFOS),2021-10-28,37.682975,-121.799819,2,NG/L
Perfluorooctane sulfonate (PFOS),2020-05-19,37.683082,-121.789807,5.4,NG/L
Perfluorooctanoic acid (PFOA),2022-09-20,37.672069,-121.872138,3.7,NG/L
Perfluorooctane sulfonate (PFOS),2021-08-11,37.672896,-121.872233,28.4,NG/L
Perfluorooctanoic acid (PFOA),2020-08-18,37.672896,-121.872233,3.5,NG/L
Perfluorooctane sulfonate (PFOS),2022-11-15,37.672896,-121.872233,24,NG/L
Perfluorooctane sulfonate (PFOS),2020-02-19,37.676552,-121.860434,110,NG/L
Perfluorooctane sulfonate (PFOS),2022-03-30,41.781029,-124.2006,1.7,NG/L
Perfluorooctane sulfonate (PFOS),2020-03-31,41.781029,-124.2006,1.7,NG/L
Perfluorooctane sulfonate (PFOS),2021-12-19,41.785547,-124.198677,12,NG/L
Perfluorooctanoic acid (PFOA),2021-12-19,41.785547,-124.198677,9.1,NG/L
Perfluorooctanoic acid (PFOA),2022-09-20,37.672896,-121.872233,3.9,NG/L
Perfluorooctanoic acid (PFOA),2021-11-17,37.672896,-121.872233,3.63,NG/L
Perfluorooctane sulfonate (PFOS),2022-03-30,37.672069,-121.872138,23.4,NG/L
Perfluorooctane sulfonate (PFOS),2021-02-03,37.672069,-121.872138,22.9,NG/L
Perfluorooctane sulfonate (PFOS),2021-02-03,37.672896,-121.872233,24.7,NG/L
Perfluorooctanoic acid (PFOA),2022-02-09,37.672896,-121.872233,3.41,NG/L
Perfluorooctanoic acid (PFOA),2022-03-30,37.672896,-121.872233,4.09,NG/L
Perfluorooctane sulfonate (PFOS),2019-05-22,37.672896,-121.872233,30,NG/L
Perfluorooctane sulfonate (PFOS),2019-06-18,37.672896,-121.872233,22,NG/L
Perfluorooctanoic acid (PFOA),2019-06-18,37.672896,-121.872233,3.5,NG/L
Perfluorooctanoic acid (PFOA),2019-05-22,37.676552,-121.860434,9.2,NG/L
Perfluorooctane sulfonate (PFOS),2020-08-18,37.672069,-121.872138,19,NG/L
Perfluorooctanoic acid (PFOA),2020-08-18,37.672069,-121.872138,4,NG/L
Perfluorooctane sulfonate (PFOS),2022-11-15,37.672069,-121.872138,21,NG/L
Perfluorooctane sulfonate (PFOS),2022-02-09,37.672896,-121.872233,28.1,NG/L
Perfluorooctanoic acid (PFOA),2022-05-10,37.672896,-121.872233,4.3,NG/L
Perfluorooctane sulfonate (PFOS),2021-02-03,37.676552,-121.860434,64.4,NG/L
Perfluorooctane sulfonate (PFOS),2022-02-09,37.676552,-121.860434,39.5,NG/L
Perfluorooctane sulfonate (PFOS),2022-03-30,37.676552,-121.860434,31.5,NG/L
Perfluorooctanoic acid (PFOA),2022-03-30,37.676552,-121.860434,4.17,NG/L
Perfluorooctane sulfonate (PFOS),2019-07-08,37.678771,-121.90006,2,NG/L
Perfluorooctanoic acid (PFOA),2021-07-21,37.685036,-121.87643,3.9,NG/L
Perfluorooctanoic acid (PFOA),2022-01-11,37.678771,-121.90006,2,NG/L
Perfluorooctanoic acid (PFOA),2020-07-07,37.686408,-121.876728,7.3,NG/L
Perfluorooctane sulfonate (PFOS),2019-01-22,37.686408,-121.876728,86,NG/L
Perfluorooctanoic acid (PFOA),2019-01-22,37.686408,-121.876728,7.9,NG/L
Perfluorooctane sulfonate (PFOS),2021-03-30,37.685036,-121.87643,31,NG/L
Perfluorooctanoic acid (PFOA),2020-05-12,37.676552,-121.860434,9.1,NG/L
Perfluorooctane sulfonate (PFOS),2019-06-18,37.676552,-121.860434,110,NG/L
Perfluorooctane sulfonate (PFOS),2019-08-13,37.676552,-121.860434,100,NG/L
Perfluorooctanoic acid (PFOA),2019-08-13,37.676552,-121.860434,8.3,NG/L
Perfluorooctane sulfonate (PFOS),2022-07-11,37.685036,-121.87643,36,NG/L
Perfluorooctane sulfonate (PFOS),2020-08-18,37.676552,-121.860434,82,NG/L
Perfluorooctanoic acid (PFOA),2022-11-15,37.676552,-121.860434,3.7,NG/L
Perfluorooctane sulfonate (PFOS),2019-01-02,37.686871,-121.878026,30,NG/L
Perfluorooctane sulfonate (PFOS),2021-07-12,37.678602,-121.894944,2,NG/L
Perfluorooctanoic acid (PFOA),2020-01-06,37.6916,-121.8481,2,NG/L
Perfluorooctanoic acid (PFOA),2019-10-07,37.688324,-121.878431,3.6,NG/L
Perfluorooctane sulfonate (PFOS),2019-01-02,37.678602,-121.894944,2,NG/L
Perfluorooctanoic acid (PFOA),2022-07-11,37.688324,-121.878431,2,NG/L
Perfluorooctane sulfonate (PFOS),2021-05-10,37.686871,-121.878026,47,NG/L
Perfluorooctanoic acid (PFOA),2021-05-10,37.686871,-121.878026,5.5,NG/L
Perfluorooctane sulfonate (PFOS),2022-01-11,37.686871,-121.878026,62,NG/L
Perfluorooctane sulfonate (PFOS),2020-07-07,37.6916,-121.8481,46,NG/L
Perfluorooctanoic acid (PFOA),2020-07-07,37.6916,-121.8481,2,NG/L
Perfluorooctanoic acid (PFOA),2019-10-08,37.6916,-121.8481,2,NG/L
Perfluorooctanoic acid (PFOA),2019-07-08,37.678602,-121.894944,2,NG/L
Perfluorooctanoic acid (PFOA),2022-01-10,37.692246,-121.867178,3.1,NG/L
Perfluorooctane sulfonate (PFOS),2022-04-06,37.6916,-121.8481,22,NG/L
Perfluorooctane sulfonate (PFOS),2021-02-16,37.692246,-121.867178,15,NG/L
Perfluorooctanoic acid (PFOA),2021-02-16,37.692246,-121.867178,2.7,NG/L
Perfluorooctanoic acid (PFOA),2020-12-17,37.692246,-121.867178,2.7,NG/L
Perfluorooctanoic acid (PFOA),2019-04-09,37.688324,-121.878431,3.3,NG/L
Perfluorooctane sulfonate (PFOS),2019-10-07,37.686871,-121.878026,39,NG/L
Perfluorooctanoic acid (PFOA),2021-04-12,37.685036,-121.87643,2,NG/L
Perfluorooctane sulfonate (PFOS),2022-01-10,37.6916,-121.8481,17,NG/L
Perfluorooctanoic acid (PFOA),2021-05-10,37.685036,-121.87643,4.2,NG/L
Perfluorooctanoic acid (PFOA),2021-10-04,37.688324,-121.878431,2.3,NG/L
Perfluorooctanoic acid (PFOA),2022-04-06,37.6916,-121.8481,2,NG/L
Perfluorooctanoic acid (PFOA),2020-10-26,37.685036,-121.87643,4.8,NG/L
Perfluorooctanoic acid (PFOA),2019-01-02,37.685691,-121.846219,4.1,NG/L
Perfluorooctane sulfonate (PFOS),2020-12-17,37.692246,-121.867178,16,NG/L
Perfluorooctane sulfonate (PFOS),2019-07-08,37.6916,-121.8481,42,NG/L
Perfluorooctanoic acid (PFOA),2019-01-02,37.685681,-121.837888,2.4,NG/L
Perfluorooctane sulfonate (PFOS),2021-07-21,37.692246,-121.867178,16,NG/L
Perfluorooctane sulfonate (PFOS),2020-07-06,37.685691,-121.846219,38,NG/L
Perfluorooctanoic acid (PFOA),2020-07-06,37.685691,-121.846219,5.3,NG/L
Perfluorooctane sulfonate (PFOS),2021-10-04,37.685691,-121.846219,46,NG/L
Perfluorooctanoic acid (PFOA),2019-07-08,37.685681,-121.837888,2.9,NG/L
Perfluorooctane sulfonate (PFOS),2019-04-08,37.685691,-121.846219,29,NG/L
Perfluorooctane sulfonate (PFOS),2020-10-26,37.685681,-121.837888,14,NG/L
Perfluorooctanoic acid (PFOA),2022-04-06,37.685681,-121.837888,3.6,NG/L
Perfluorooctanoic acid (PFOA),2019-04-08,37.685681,-121.837888,2,NG/L
Perfluorooctanoic acid (PFOA),2019-01-02,37.678602,-121.894944,2,NG/L
Perfluorooctanoic acid (PFOA),2021-05-11,37.685681,-121.837888,2.4,NG/L
Perfluorooctanoic acid (PFOA),2022-07-11,37.686871,-121.878026,4.8,NG/L
Perfluorooctane sulfonate (PFOS),2021-08-03,37.685691,-121.846219,42,NG/L
Perfluorooctane sulfonate (PFOS),2019-04-09,37.686871,-121.878026,32,NG/L
Perfluorooctanoic acid (PFOA),2019-01-22,37.685681,-121.837888,3,NG/L
Perfluorooctane sulfonate (PFOS),2022-04-06,37.685681,-121.837888,21,NG/L
Perfluorooctanoic acid (PFOA),2020-10-06,37.685691,-121.846219,4.4,NG/L
Perfluorooctanoic acid (PFOA),2020-01-07,37.686871,-121.878026,5,NG/L
Perfluorooctane sulfonate (PFOS),2019-01-02,37.685681,-121.837888,12,NG/L
Perfluorooctanoic acid (PFOA),2022-01-11,37.686871,-121.878026,5.9,NG/L
Perfluorooctanoic acid (PFOA),2020-07-06,37.686871,-121.878026,5.3,NG/L
Perfluorooctane sulfonate (PFOS),2022-01-10,37.685681,-121.837888,18,NG/L
Perfluorooctanoic acid (PFOA),2022-03-15,37.664716,-121.897434,2,NG/L
Perfluorooctane sulfonate (PFOS),2021-05-10,37.688324,-121.878431,15,NG/L
Perfluorooctanoic acid (PFOA),2021-05-10,37.688324,-121.878431,3.1,NG/L
Perfluorooctane sulfonate (PFOS),2022-01-10,37.688324,-121.878431,13,NG/L
Perfluorooctanoic acid (PFOA),2022-01-10,37.688324,-121.878431,2.5,NG/L
Perfluorooctanoic acid (PFOA),2021-07-06,37.662123,-121.897397,2,NG/L
Perfluorooctane sulfonate (PFOS),2022-08-31,37.662123,-121.897397,2,NG/L
Perfluorooctanoic acid (PFOA),2022-08-31,37.662123,-121.897397,1.9,NG/L
Perfluorooctanoic acid (PFOA),2020-10-07,37.662123,-121.897397,2,NG/L
Perfluorooctane sulfonate (PFOS),2022-07-06,37.664716,-121.897434,2,NG/L
Perfluorooctanoic acid (PFOA),2021-05-11,37.6916,-121.8481,2,NG/L
Perfluorooctane sulfonate (PFOS),2021-10-04,37.662123,-121.897397,2,NG/L
Perfluorooctanoic acid (PFOA),2021-01-04,37.662123,-121.897397,2,NG/L
Perfluorooctanoic acid (PFOA),2020-07-07,37.692246,-121.867178,2,NG/L
Perfluorooctanoic acid (PFOA),2019-07-08,37.6916,-121.8481,2.2,NG/L
Perfluorooctanoic acid (PFOA),2021-07-21,37.692246,-121.867178,2.6,NG/L
Perfluorooctane sulfonate (PFOS),2019-11-04,37.692246,-121.867178,8.2,NG/L
Perfluorooctanoic acid (PFOA),2019-11-04,37.692246,-121.867178,2,NG/L
Perfluorooctane sulfonate (PFOS),2019-01-02,37.685691,-121.846219,25,NG/L
Perfluorooctane sulfonate (PFOS),2020-01-06,37.685691,-121.846219,28,NG/L
Perfluorooctane sulfonate (PFOS),2020-10-06,37.685691,-121.846219,30,NG/L
Perfluorooctanoic acid (PFOA),2022-06-29,38.02299,-121.959118,2.3,NG/L
Perfluorooctane sulfonate (PFOS),2021-10-04,37.685681,-121.837888,22,NG/L
Perfluorooctanoic acid (PFOA),2022-01-18,38.02279,-121.956388,2,NG/L
Perfluorooctanoic acid (PFOA),2022-07-06,37.664716,-121.897434,2,NG/L
Perfluorooctanoic acid (PFOA),2022-10-04,37.664716,-121.897434,1.9,NG/L
Perfluorooctane sulfonate (PFOS),2022-08-31,37.662123,-121.897397,2.1,NG/L
Perfluorooctanoic acid (PFOA),2021-10-04,37.662123,-121.897397,2,NG/L
Perfluorooctane sulfonate (PFOS),2021-01-04,37.662123,-121.897397,2,NG/L
Perfluorooctane sulfonate (PFOS),2021-08-10,38.02279,-121.956388,2,NG/L
Perfluorooctane sulfonate (PFOS),2022-02-03,38.214696000000004,-121.951881,1.15,NG/L
Perfluorooctanoic acid (PFOA),2022-02-03,38.214696000000004,-121.951881,0.804,NG/L
Perfluorooctane sulfonate (PFOS),2021-05-05,38.214696000000004,-121.951881,1.29,NG/L
Perfluorooctane sulfonate (PFOS),2020-06-03,38.449459,-121.836607,3,NG/L
Perfluorooctanoic acid (PFOA),2020-06-03,38.449459,-121.836607,3,NG/L
Perfluorooctane sulfonate (PFOS),2020-07-08,38.444632,-121.826442,3,NG/L
Perfluorooctane sulfonate (PFOS),2020-06-29,38.453084,-121.830102,3,NG/L
Perfluorooctanoic acid (PFOA),2021-02-17,38.439717,-121.831019,2,NG/L
Perfluorooctane sulfonate (PFOS),2022-05-05,36.568133,-121.815111,2,NG/L
Perfluorooctanoic acid (PFOA),2022-08-25,36.568133,-121.815111,2,NG/L
Perfluorooctanoic acid (PFOA),2019-12-04,36.57225,-121.775335,5,NG/L
Perfluorooctanoic acid (PFOA),2019-12-13,36.573467,-121.770117,5,NG/L
Perfluorooctane sulfonate (PFOS),2021-04-20,36.554017,-121.811381,2,NG/L
Perfluorooctanoic acid (PFOA),2021-04-20,36.554017,-121.811381,2,NG/L
Perfluorooctanoic acid (PFOA),2022-08-25,36.562094,-121.820578,2,NG/L
Perfluorooctane sulfonate (PFOS),2021-04-22,36.573467,-121.770117,2,NG/L
Perfluorooctanoic acid (PFOA),2019-12-11,36.569589,-121.513705,5,NG/L
Perfluorooctane sulfonate (PFOS),2022-02-03,36.568133,-121.815111,2,NG/L
Perfluorooctane sulfonate (PFOS),2019-10-15,38.327694,-121.917681,3,NG/L
Perfluorooctane sulfonate (PFOS),2019-11-12,36.576883,-121.826768,1.7,NG/L
Perfluorooctanoic acid (PFOA),2022-02-03,36.572089,-121.827078,2,NG/L
Perfluorooctanoic acid (PFOA),2021-02-23,36.618233,-121.839954,5.3,NG/L
Perfluorooctane sulfonate (PFOS),2021-10-20,36.618233,-121.839954,10,NG/L
Perfluorooctane sulfonate (PFOS),2022-08-25,36.562094,-121.820578,2,NG/L
Perfluorooctanoic acid (PFOA),2021-11-03,36.572089,-121.827078,2,NG/L
Perfluorooctane sulfonate (PFOS),2022-08-25,36.554017,-121.811381,2,NG/L
Perfluorooctanoic acid (PFOA),2022-10-28,36.618233,-121.839954,6.6,NG/L
Perfluorooctane sulfonate (PFOS),2019-12-09,36.618233,-121.839954,6.2,NG/L
Perfluorooctane sulfonate (PFOS),2019-12-05,36.491322,-121.751581,5,NG/L
Perfluorooctane sulfonate (PFOS),2022-04-20,36.618233,-121.839954,6.8,NG/L
Perfluorooctanoic acid (PFOA),2022-04-20,36.618233,-121.839954,5.6,NG/L
Perfluorooctane sulfonate (PFOS),2019-07-29,36.487292,-121.745275,5,NG/L
Perfluorooctane sulfonate (PFOS),2022-01-25,36.618619,-121.830449,2,NG/L
Perfluorooctanoic acid (PFOA),2022-02-03,36.568133,-121.815111,2,NG/L
Perfluorooctanoic acid (PFOA),2021-04-20,36.568133,-121.815111,2,NG/L
Perfluorooctane sulfonate (PFOS),2022-08-25,36.568133,-121.815111,2,NG/L
Perfluorooctane sulfonate (PFOS),2019-12-02,36.527131,-121.844226,5,NG/L
Perfluorooctanoic acid (PFOA),2019-12-09,36.617874,-121.822438,5,NG/L
Perfluorooctanoic acid (PFOA),2021-10-05,36.618619,-121.830449,2,NG/L
Perfluorooctanoic acid (PFOA),2019-11-12,36.576883,-121.826768,1.7,NG/L
Perfluorooctanoic acid (PFOA),2019-05-09,36.597772,-121.834493,5,NG/L
Perfluorooctane sulfonate (PFOS),2019-08-22,36.597772,-121.834493,5,NG/L
Perfluorooctane sulfonate (PFOS),2020-11-18,36.618619,-121.830449,2,NG/L
Perfluorooctanoic acid (PFOA),2019-12-10,36.519979,-121.810475,5,NG/L
Perfluorooctane sulfonate (PFOS),2019-12-02,36.522291,-121.815701,5,NG/L
Perfluorooctane sulfonate (PFOS),2022-08-25,36.572089,-121.827078,2,NG/L
Perfluorooctanoic acid (PFOA),2021-10-05,36.621515,-121.817794,2,NG/L
Perfluorooctane sulfonate (PFOS),2022-01-24,36.618233,-121.839954,8.3,NG/L
Perfluorooctanoic acid (PFOA),2019-07-29,36.486946,-121.745406,5,NG/L
Perfluorooctane sulfonate (PFOS),2021-04-14,36.618233,-121.839954,7.7,NG/L
Perfluorooctanoic acid (PFOA),2019-12-11,36.621515,-121.817794,5,NG/L
Perfluorooctane sulfonate (PFOS),2022-05-05,36.562094,-121.820578,2,NG/L
Perfluorooctanoic acid (PFOA),2022-05-05,36.554017,-121.811381,2,NG/L
Perfluorooctane sulfonate (PFOS),2022-01-06,36.621515,-121.817794,2,NG/L
Perfluorooctane sulfonate (PFOS),2022-01-06,36.623494,-121.816972,2,NG/L
Perfluorooctane sulfonate (PFOS),2020-11-18,36.617874,-121.822438,2,NG/L
Perfluorooctanoic acid (PFOA),2021-05-20,36.615303,-121.8539,11,NG/L
Perfluorooctane sulfonate (PFOS),2021-07-15,36.618464,-121.850258,5.5,NG/L
Perfluorooctane sulfonate (PFOS),2021-05-20,36.618464,-121.850258,5.2,NG/L
Perfluorooctane sulfonate (PFOS),2022-09-12,36.618464,-121.850258,4.1,NG/L
Perfluorooctanoic acid (PFOA),2022-09-12,36.618464,-121.850258,2.8,NG/L
Perfluorooctane sulfonate (PFOS),2022-10-12,36.618464,-121.850258,5.9,NG/L
Perfluorooctane sulfonate (PFOS),2022-07-25,36.618233,-121.839954,6.6,NG/L
Perfluorooctanoic acid (PFOA),2022-07-25,36.618233,-121.839954,6.3,NG/L
Perfluorooctane sulfonate (PFOS),2020-12-09,36.618464,-121.850258,5.8,NG/L
Perfluorooctane sulfonate (PFOS),2019-12-02,36.527371,-121.833796,5,NG/L
Perfluorooctanoic acid (PFOA),2021-07-06,36.623494,-121.816972,2,NG/L
Perfluorooctane sulfonate (PFOS),2019-12-02,36.519739,-121.812564,5,NG/L
Perfluorooctanoic acid (PFOA),2019-12-02,36.519739,-121.812564,5,NG/L
Perfluorooctanoic acid (PFOA),2022-10-12,36.618497,-121.850336,2,NG/L
Perfluorooctanoic acid (PFOA),2019-12-02,36.5388,-121.8821,5,NG/L
Perfluorooctane sulfonate (PFOS),2021-10-19,36.61971,-121.817424,2,NG/L
Perfluorooctanoic acid (PFOA),2021-07-19,36.621515,-121.817794,2,NG/L
Perfluorooctanoic acid (PFOA),2022-01-26,36.623494,-121.816972,1.7,NG/L
Perfluorooctanoic acid (PFOA),2022-04-01,36.615303,-121.8539,7.8,NG/L
Perfluorooctanoic acid (PFOA),2022-04-01,36.617874,-121.822438,2,NG/L
Perfluorooctane sulfonate (PFOS),2021-04-06,36.617874,-121.822438,2,NG/L
Perfluorooctane sulfonate (PFOS),2020-11-19,36.618497,-121.850336,4.2,NG/L
Perfluorooctanoic acid (PFOA),2020-12-09,36.618497,-121.850336,2,NG/L
Perfluorooctane sulfonate (PFOS),2021-02-23,36.618233,-121.839954,8.8,NG/L
Perfluorooctanoic acid (PFOA),2019-12-09,36.618233,-121.839954,6,NG/L
Perfluorooctanoic acid (PFOA),2021-10-19,36.61971,-121.817424,2,NG/L
Perfluorooctane sulfonate (PFOS),2021-07-19,36.617874,-121.822438,2,NG/L
Perfluorooctane sulfonate (PFOS),2021-07-15,36.618497,-121.850336,2,NG/L
Perfluorooctanoic acid (PFOA),2022-10-12,36.6156,-121.8537,5.6,NG/L
Perfluorooctane sulfonate (PFOS),2020-12-09,36.6156,-121.8537,6.4,NG/L
Perfluorooctanoic acid (PFOA),2022-01-25,36.618619,-121.830449,2,NG/L
Perfluorooctane sulfonate (PFOS),2021-10-21,36.576003,-121.715933,2,NG/L
Perfluorooctanoic acid (PFOA),2021-01-13,36.618464,-121.850258,3.5,NG/L
Perfluorooctane sulfonate (PFOS),2021-06-16,36.623494,-121.816972,2,NG/L
Perfluorooctanoic acid (PFOA),2022-04-01,36.618464,-121.850258,3.4,NG/L
Perfluorooctanoic acid (PFOA),2021-05-20,36.618464,-121.850258,2.8,NG/L
Perfluorooctanoic acid (PFOA),2021-07-15,36.615303,-121.8539,6.7,NG/L
Perfluorooctane sulfonate (PFOS),2021-04-22,36.574996,-121.724876,2,NG/L
Perfluorooctanoic acid (PFOA),2020-11-19,36.6156,-121.8537,7,NG/L
Perfluorooctane sulfonate (PFOS),2021-07-21,36.574996,-121.724876,2,NG/L
Perfluorooctane sulfonate (PFOS),2020-12-09,36.615303,-121.8539,7.5,NG/L
Perfluorooctane sulfonate (PFOS),2019-12-11,36.574996,-121.724876,5,NG/L
Perfluorooctane sulfonate (PFOS),2021-07-06,36.623494,-121.816972,2,NG/L
Perfluorooctane sulfonate (PFOS),2021-09-15,36.623494,-121.816972,2,NG/L
Perfluorooctane sulfonate (PFOS),2021-04-22,36.574579,-121.725447,2,NG/L
Perfluorooctanoic acid (PFOA),2022-03-08,36.619812,-121.817299,2,NG/L
Perfluorooctane sulfonate (PFOS),2022-10-12,36.618497,-121.850336,3.3,NG/L
Perfluorooctane sulfonate (PFOS),2022-04-01,36.623494,-121.816972,2,NG/L
Perfluorooctanoic acid (PFOA),2021-06-16,36.623494,-121.816972,2,NG/L
Perfluorooctane sulfonate (PFOS),2021-07-29,36.576003,-121.715933,2,NG/L
Perfluorooctanoic acid (PFOA),2021-09-15,36.623494,-121.816972,2,NG/L
Perfluorooctanoic acid (PFOA),2022-11-22,36.201588,-121.133359,2,NG/L
Perfluorooctanoic acid (PFOA),2021-07-29,36.576003,-121.715933,2,NG/L
Perfluorooctane sulfonate (PFOS),2020-05-06,36.702703,-121.631074,3,NG/L
Perfluorooctanoic acid (PFOA),2020-05-06,36.702703,-121.631074,3,NG/L
Perfluorooctane sulfonate (PFOS),2020-04-28,36.211493,-121.135207,3,NG/L
Perfluorooctanoic acid (PFOA),2022-01-20,36.574579,-121.725447,2,NG/L
Perfluorooctanoic acid (PFOA),2020-05-05,36.664555,-121.670204,3,NG/L
Perfluorooctanoic acid (PFOA),2021-07-21,36.574996,-121.724876,2,NG/L
Perfluorooctanoic acid (PFOA),2021-10-08,36.574996,-121.724876,2,NG/L
Perfluorooctanoic acid (PFOA),2021-04-15,36.576003,-121.715933,2,NG/L
Perfluorooctanoic acid (PFOA),2020-04-28,36.204611,-121.140196,3,NG/L
Perfluorooctane sulfonate (PFOS),2020-04-30,36.209039,-121.140683,3,NG/L
Perfluorooctanoic acid (PFOA),2020-07-30,36.670208,-121.67952,3,NG/L
Perfluorooctane sulfonate (PFOS),2020-04-28,36.211458,-121.138575,3,NG/L
Perfluorooctane sulfonate (PFOS),2020-05-19,36.711972,-121.649291,3,NG/L
Perfluorooctanoic acid (PFOA),2020-05-19,36.732742,-121.651104,3,NG/L
Perfluorooctane sulfonate (PFOS),2020-05-14,36.709899,-121.632764,3,NG/L
Perfluorooctane sulfonate (PFOS),2020-05-05,36.664555,-121.670204,3,NG/L
Perfluorooctanoic acid (PFOA),2020-05-05,36.67812,-121.630138,3,NG/L
Perfluorooctanoic acid (PFOA),2020-05-18,36.665164,-121.616581,3,NG/L
Perfluorooctanoic acid (PFOA),2020-05-19,36.664661,-121.654047,3,NG/L
Perfluorooctane sulfonate (PFOS),2020-05-06,36.703158,-121.630944,3,NG/L
Perfluorooctane sulfonate (PFOS),2020-05-19,36.725,-121.658262,3,NG/L
Perfluorooctanoic acid (PFOA),2020-05-19,36.725,-121.658262,3,NG/L
Perfluorooctane sulfonate (PFOS),2020-05-20,36.606467,-121.698773,3,NG/L
Perfluorooctanoic acid (PFOA),2020-05-18,36.606186,-121.64275,3,NG/L
Perfluorooctanoic acid (PFOA),2019-08-12,41.337549,-122.356432,2,NG/L
Perfluorooctane sulfonate (PFOS),2020-05-04,36.869698,-121.736364,3,NG/L
Perfluorooctanoic acid (PFOA),2020-05-04,36.869698,-121.736364,3,NG/L
Perfluorooctane sulfonate (PFOS),2020-01-23,36.671691,-121.782446,2,NG/L
Perfluorooctanoic acid (PFOA),2019-06-05,36.671691,-121.782446,2,NG/L
Perfluorooctanoic acid (PFOA),2022-01-19,36.623767,-121.665882,2,NG/L
Perfluorooctane sulfonate (PFOS),2020-05-18,36.604949,-121.639359,3,NG/L
Perfluorooctanoic acid (PFOA),2021-07-20,36.666976,-121.751214,2,NG/L
Perfluorooctanoic acid (PFOA),2021-07-20,36.671691,-121.782446,2,NG/L
Perfluorooctane sulfonate (PFOS),2022-07-20,36.671691,-121.782446,2,NG/L
Perfluorooctanoic acid (PFOA),2021-01-20,36.649292,-121.726892,2,NG/L
Perfluorooctanoic acid (PFOA),2019-09-24,36.67701,-121.778812,2,NG/L
Perfluorooctanoic acid (PFOA),2021-07-20,36.662455,-121.746454,2,NG/L
Perfluorooctane sulfonate (PFOS),2020-01-23,36.659683,-121.740839,2,NG/L
Perfluorooctanoic acid (PFOA),2021-04-20,36.649292,-121.726892,2,NG/L
Perfluorooctanoic acid (PFOA),2021-04-20,36.661839,-121.755287,2,NG/L
Perfluorooctanoic acid (PFOA),2020-01-23,36.661839,-121.755287,2,NG/L
Perfluorooctanoic acid (PFOA),2019-06-06,36.67701,-121.778812,2,NG/L
Perfluorooctanoic acid (PFOA),2019-06-05,36.666976,-121.751214,2,NG/L
Perfluorooctane sulfonate (PFOS),2019-06-05,36.659683,-121.740839,2,NG/L
Perfluorooctane sulfonate (PFOS),2019-12-11,36.661839,-121.755287,2,NG/L
Perfluorooctanoic acid (PFOA),2019-12-11,36.661839,-121.755287,2,NG/L
Perfluorooctanoic acid (PFOA),2019-12-11,36.662455,-121.746454,2,NG/L
Perfluorooctanoic acid (PFOA),2020-10-14,36.649292,-121.726892,2,NG/L
Perfluorooctanoic acid (PFOA),2022-07-20,36.67701,-121.778812,2,NG/L
Perfluorooctanoic acid (PFOA),2021-07-20,36.659683,-121.740839,2,NG/L
Perfluorooctane sulfonate (PFOS),2020-10-20,35.785414,-120.786611,2,NG/L
Perfluorooctane sulfonate (PFOS),2020-05-18,36.598692,-121.628689,3,NG/L
Perfluorooctane sulfonate (PFOS),2022-01-20,36.571049,-121.744775,2,NG/L
Perfluorooctanoic acid (PFOA),2021-04-15,36.571049,-121.744775,2,NG/L
