Census Tract,Total Population,California County,ZIP,Approximate Location,Longitude,Latitude,CES 4.0 Score, CES 4.0 Percentile,CES 4.0 Percentile Range,DAC category,Ozone,Ozone Pctl,PM2.5,PM2.5 Pctl,Diesel PM,Diesel PM Pctl,Drinking Water,Drinking Water Pctl,Lead,Lead Pctl,Pesticides,Pesticides Pctl,Tox. Release,Tox. Release Pctl,Traffic,Traffic Pctl,Cleanup Sites,Cleanup Sites Pctl,Groundwater Threats,Groundwater Threats Pctl,Haz. Waste,Haz. Waste Pctl,Imp. Water Bodies,Imp. Water Bodies Pctl,Solid Waste,Solid Waste Pctl,Pollution Burden,Pollution Burden Score,Pollution Burden Pctl,Asthma,Asthma Pctl,Low Birth Weight,Low Birth Weight Pctl,Cardiovascular Disease,Cardiovascular Disease Pctl,Education,Education Pctl,Linguistic Isolation,Linguistic Isolation Pctl,Poverty,Poverty Pctl,Unemployment,Unemployment Pctl,Housing Burden,Housing Burden Pctl,Pop. Char. ,Pop. Char. Score,Pop. Char. Pctl
6059086803,8751,Orange ,92801,Anaheim,-117.9806013,33.8358485,42.17,78.27,75-80%,CalEnviroScreen 4.0 Top 25%,0.046,44.98,11.95082272,75.82,0.250,69.91,568.94,66.78,64.89,72.68,0.05,21.55,3927.200114,88.91,1071.120645,62.34,0.7,9.59,22.5,71.69,0.3,50.14,0,0.00,10.2,91.25,56.76,6.93,85.85,47.1,52.22,4.63,41.93,13.91,59.68,19.7,64.26,12.4,69.79,33.7,59.66,5.6,52.52,26.6,83.94,58.66,6.08,63.40
6037311801,2873,Los Angeles,91502,Burbank,-118.306208,34.1661607,42.14,78.25,75-80%,CalEnviroScreen 4.0 Top 25%,0.058,76.94,11.80990068,70.03,0.337,80.04,785.69,87.62,57.50,62.23,0.00,0.00,1216.894002,68.89,1967.129859,86.56,38.05,92.80,40.55,86.37,1.045,85.64,9,77.30,7,83.28,72.72,8.88,99.14,32.25,29.19,5.78,70.61,10.37,32.79,10.4,43.41,7.5,51.10,25.1,44.62,3.3,21.11,23.7,76.35,45.76,4.75,44.00
6067003204,4965,Sacramento ,95824,Sacramento,-121.418331,38.5205734,42.12,78.24,75-80%,CalEnviroScreen 4.0 Top 25%,0.045,42.56,8.909254625,35.35,0.098,36.57,265.26,16.85,61.66,68.13,0.00,0.00,126.7690023,26.53,655.4447531,32.59,13.5,72.40,6.6,36.34,0.5,69.40,4,43.78,0.6,22.96,37.87,4.62,37.00,90,89.63,6.71,86.76,18.88,83.82,44.5,93.23,33.9,97.24,62.4,93.25,7.7,73.41,28.2,87.25,87.81,9.11,98.34
6001402600,1243,Alameda ,94607,Oakland,-122.2799541,37.8042711,42.12,78.23,75-80%,CalEnviroScreen 4.0 Top 25%,0.029,3.12,9.942820267,48.50,1.094,98.62,110.41,4.21,56.56,60.82,0.00,0.00,479.4716797,50.79,906.461293,51.99,29.4,88.41,127.35,97.76,2.355,94.07,10,82.97,0,0.00,50.72,6.19,72.05,133.48,97.62,1.61,0.92,11.45,41.75,24.3,71.88,28.1,94.63,63,93.67,10.7,88.68,22.7,72.98,65.57,6.80,73.87
6037572002,4723,Los Angeles,90807,Long Beach,-118.191637,33.8230804,42.11,78.21,75-80%,CalEnviroScreen 4.0 Top 25%,0.041,24.88,10.79314841,53.53,0.322,78.54,339.04,34.73,48.39,49.29,0.00,0.00,17780.84342,99.37,2137.245058,89.01,9,58.17,37.8,84.84,0.32,52.64,11,86.96,0.25,11.59,55.39,6.76,83.12,52.75,59.93,8.33,97.66,12.96,53.55,9.3,39.21,3.4,27.26,19.9,33.98,6.6,63.42,26.8,84.46,60.02,6.23,65.66
6065940400,6818,Riverside ,92236,Indio,-116.182178,33.7018202,42.10,78.20,75-80%,CalEnviroScreen 4.0 Top 25%,0.062,88.70,7.402663232,9.05,0.265,72.43,279.54,18.61,39.89,37.01,11.19,61.24,0.293217333,3.43,642.8274967,31.61,14,73.37,5,30.88,0.42,63.07,9,77.30,0,0.00,43.15,5.27,52.08,52.95,60.16,4.98,51.82,17.79,79.89,41.8,91.27,50,99.40,48.8,80.52,12.1,92.40,28.1,86.98,77.03,7.99,89.17
6071011900,2645,San Bernardino,92347,Unincorporated San Bernardino County area,-117.0754285,34.9440127,42.07,78.19,75-80%,CalEnviroScreen 4.0 Top 25%,0.059,79.99,7.686489265,10.83,0.017,6.29,627.51,70.43,44.36,43.44,6.28,56.24,3.433550033,6.88,416.6872209,15.31,19,80.94,108.75,97.14,0.9,83.40,0,0.00,3.2,64.40,45.84,5.60,58.98,117.34,95.66,5.39,61.95,24.72,97.57,28,77.59,2.1,16.36,40.7,70.13,9.8,85.49,17.1,49.72,72.46,7.52,83.36
6037231300,5754,Los Angeles,90062,Los Angeles,-118.304538,34.0145164,42.06,78.18,75-80%,CalEnviroScreen 4.0 Top 25%,0.045,39.99,11.98149623,77.45,0.098,36.69,787.94,92.53,87.15,94.85,0.00,0.00,2582.206665,83.00,1030.044854,59.90,0.25,4.12,0,0.00,0.11,19.25,0,0.00,5,75.67,46.97,5.73,62.28,65.75,74.91,8.19,97.19,11.65,43.41,41,90.64,7.4,50.52,47.5,79.13,4,30.88,35.8,96.73,70.71,7.33,80.96
6037601802,3945,Los Angeles,90304,Lennox,-118.3504318,33.9400113,42.06,78.16,75-80%,CalEnviroScreen 4.0 Top 25%,0.043,29.89,11.96153339,76.33,0.323,78.71,373.79,39.54,83.28,92.20,23.15,67.21,5899.449951,93.96,669.4993487,33.65,0,0.00,5.8,32.92,0.07,9.56,0,0.00,0,0.00,45.46,5.55,57.86,60.4,69.49,6.68,86.16,16.48,73.85,50.9,96.90,30.2,95.72,32,57.01,4.6,39.21,19.1,59.28,73.06,7.58,84.09
6039000604,5485,Madera ,93638,Madera,-120.0643287,36.9796339,42.05,78.15,75-80%,CalEnviroScreen 4.0 Top 25%,0.058,78.01,12.58303455,91.65,0.091,33.85,572.53,67.02,55.14,59.02,0.00,0.00,2675.47761,83.45,522.143059,22.74,0.35,4.29,0,0.00,0.125,21.96,0,0.00,0,0.00,38.06,4.65,37.61,96.66,91.72,5.32,60.28,32.13,99.80,62.2,99.52,28.5,94.94,74.2,98.58,9.7,84.98,23.1,74.52,87.22,9.05,98.03
6037402706,3834,Los Angeles,91767,Pomona,-117.7204486,34.0716281,42.04,78.14,75-80%,CalEnviroScreen 4.0 Top 25%,0.059,79.99,12.94273197,93.52,0.063,23.05,754.44,85.97,78.63,88.09,0.00,0.00,739.6006573,59.20,431.7699785,16.05,2.5,28.44,4.5,27.76,0.06,8.76,1,12.45,1.5,42.31,45.14,5.51,57.06,73.22,80.88,5.99,74.90,16.19,72.41,29.8,79.87,11.6,67.45,33.3,59.08,8.5,78.33,21.9,70.23,73.53,7.63,84.69
6107002601,4635,Tulare ,93247,Lindsay,-119.1045232,36.2136987,42.03,78.13,75-80%,CalEnviroScreen 4.0 Top 25%,0.062,88.70,12.60307854,91.76,0.085,31.61,1006.61,99.46,71.58,80.93,299.59,82.93,317.9176286,42.81,586.7100374,27.30,0,0.00,9.6,44.86,0.1,16.64,0,0.00,0,0.00,49.56,6.05,69.30,49.33,55.70,3.09,10.19,16.34,73.03,58.3,98.94,51.8,99.54,75.4,98.83,21.2,99.41,15.5,41.38,66.96,6.95,75.83
6077002702,3726,San Joaquin,95215,Garden Acres,-121.2192849,37.9618698,42.03,78.11,75-80%,CalEnviroScreen 4.0 Top 25%,0.046,46.99,11.09262593,55.63,0.080,29.91,389.85,41.55,70.97,80.29,78.97,75.45,203.7866669,35.07,209.0797929,4.43,18.5,80.25,7.5,39.45,0.125,21.96,3,33.16,0,0.00,42.43,5.18,49.83,57.92,66.67,5.71,69.16,22.54,94.28,54.4,98.11,17,81.35,53.6,85.68,11.7,91.55,15.6,41.86,78.21,8.11,90.58
6029003121,8339,Kern ,93307,Bakersfield,-119.0121274,35.3176683,42.03,78.10,75-80%,CalEnviroScreen 4.0 Top 25%,0.066,95.27,16.35535949,99.98,0.057,20.61,625.12,70.31,60.02,65.78,0.00,0.00,51.14293417,18.20,506.5873628,21.36,0,0.00,5.5,32.38,0.175,30.17,0,0.00,2.5,59.18,40.74,4.97,45.04,79.48,84.72,7.74,95.32,19.21,84.93,32.8,83.27,8.9,57.41,62.1,93.04,12.9,94.09,16.2,45.03,81.45,8.45,93.94
6001406202,4817,Alameda ,94601,Oakland,-122.2265557,37.7819786,42.01,78.09,75-80%,CalEnviroScreen 4.0 Top 25%,0.029,3.12,9.253196839,41.29,0.351,81.19,110.41,4.21,88.64,95.87,0.00,0.00,426.1776733,48.41,622.9669463,29.99,12.85,70.62,81.8,95.43,0.135,23.72,11,86.96,0.1,2.52,43.96,5.37,53.89,129.22,97.16,4.81,47.10,14.25,61.90,33.6,84.04,33.2,96.90,55.3,87.50,5.6,52.52,29.7,90.00,75.46,7.83,87.24
6037480902,4109,Los Angeles,91803,Alhambra,-118.1390208,34.0802793,42.01,78.08,75-80%,CalEnviroScreen 4.0 Top 25%,0.053,69.32,11.91810723,73.98,0.270,73.13,797.88,93.52,62.59,69.35,0.00,0.00,1616.198649,74.77,937.3144456,54.31,20,81.91,83.55,95.55,0.28,46.80,0,0.00,0,0.00,57.32,7.00,86.72,33.33,30.89,5.51,64.78,8.64,18.26,21.6,67.43,33.8,97.17,54.2,86.22,6,57.25,25.2,80.75,57.87,6.00,62.23
6013307202,4299,Contra Costa,94509,Antioch,-121.8278001,38.0037019,42.01,78.06,75-80%,CalEnviroScreen 4.0 Top 25%,0.044,37.57,8.708944404,30.12,0.327,79.13,241.06,10.64,54.71,58.24,0.00,0.00,530.4589946,52.66,1012.700646,58.70,0,0.00,4.5,27.76,0.225,39.77,16,96.26,0,0.00,38.17,4.66,37.92,162.03,99.35,6.39,82.04,22.19,93.66,22.9,69.78,8.2,54.23,62.6,93.39,21.3,99.44,32.3,93.59,86.88,9.01,97.81
6037115202,5684,Los Angeles,91324,Los Angeles,-118.5376549,34.2332349,42.01,78.05,75-80%,CalEnviroScreen 4.0 Top 25%,0.065,93.63,12.41477456,90.53,0.190,60.21,726.64,83.13,50.84,52.69,0.00,0.00,554.9673411,53.58,1341.243314,73.54,9.75,60.08,26,75.98,0.76,80.49,3,33.16,0,0.00,58.92,7.19,89.46,59.88,68.81,5.63,67.56,16.57,74.14,8.6,36.56,5.2,38.61,26,46.39,1.5,3.21,28.2,87.25,56.29,5.84,59.97
6037113401,6550,Los Angeles,91306,Los Angeles,-118.5626938,34.2272273,42.00,78.04,75-80%,CalEnviroScreen 4.0 Top 25%,0.064,91.05,12.12804813,86.12,0.204,62.81,726.64,83.13,65.59,73.67,0.00,0.00,566.276001,53.99,1076.933687,62.79,11.5,64.67,33,82.10,1.705,91.58,3,33.16,0.2,9.67,61.54,7.51,92.79,61.35,70.53,5.41,62.39,16.09,71.97,15.3,55.99,11,65.62,22.4,39.40,2.6,11.87,12.2,24.46,53.88,5.59,55.87
6071008100,3048,San Bernardino,92373,Redlands,-117.1894607,34.0555603,42.00,78.03,75-80%,CalEnviroScreen 4.0 Top 25%,0.073,100.00,11.23712272,57.32,0.547,91.38,503.54,60.93,55.44,59.41,3.85,52.41,350.1016693,44.66,649.8080979,32.11,9,58.17,17.5,64.22,2.545,94.80,0,0.00,0,0.00,56.00,6.84,84.34,41.05,43.20,6.6,85.03,14.07,60.71,10,41.85,3.2,25.55,44.8,75.84,5.9,56.19,24.2,77.82,59.21,6.14,64.32
6037211122,3163,Los Angeles,90004,Los Angeles,-118.2892234,34.0726794,42.00,78.01,75-80%,CalEnviroScreen 4.0 Top 25%,0.048,53.73,12.12349272,85.92,0.480,89.10,787.94,92.53,69.06,77.83,0.00,0.00,1705.894063,75.87,1068.850299,62.23,20.2,82.06,8.5,42.07,0.635,76.20,0,0.00,0.5,22.08,59.60,7.28,90.32,33.16,30.67,6.7,86.54,8.97,20.78,19.6,64.10,23.4,90.70,56.5,88.62,0.4,0.20,26.1,82.79,55.64,5.77,58.85
6019004802,4448,Fresno ,93705,Fresno,-119.8222476,36.78763,41.97,78.00,75-80%,CalEnviroScreen 4.0 Top 25%,0.060,82.48,13.59541736,96.19,0.062,22.68,733.95,84.39,76.76,86.33,0.00,0.00,1195.886342,68.48,564.2982723,25.85,0,0.00,2,14.31,0.1,16.64,0,0.00,0,0.00,40.93,5.00,45.55,115.2,95.49,7.13,91.04,12.51,50.59,26.6,75.74,9.1,58.22,61.2,92.45,11.7,91.55,35.5,96.53,80.97,8.40,93.48
6037109100,2797,Los Angeles,91345,Los Angeles,-118.4631511,34.2771693,41.97,77.99,75-80%,CalEnviroScreen 4.0 Top 25%,0.067,97.00,11.11249892,55.91,0.549,91.46,726.64,83.13,48.24,49.09,0.00,0.00,622.6946615,55.81,2123.368674,88.80,0,0.00,0,0.00,0.37,58.27,0,0.00,9.75,90.15,53.33,6.51,78.82,59.85,68.78,5.45,63.32,13.45,57.13,22.9,69.78,10.1,62.24,27.2,48.92,5.1,45.78,24.7,79.30,62.14,6.45,68.94
6039000507,10535,Madera ,93638,Unincorporated Madera County area,-119.9941659,37.0365737,41.95,77.98,75-80%,CalEnviroScreen 4.0 Top 25%,0.059,79.99,12.25484271,89.30,0.029,10.27,658.45,72.34,42.60,40.71,185.64,80.28,622.5703124,55.80,385.652247,13.20,7.25,50.99,0,0.00,0.075,10.15,5,51.22,0,0.00,44.31,5.41,54.96,92.41,90.34,5.01,52.54,30.64,99.61,32.5,82.99,6.1,43.88,35.9,63.02,11.3,90.59,20,62.83,74.75,7.75,86.38
6095251000,2654,Solano ,94590,Vallejo,-122.2485415,38.1011243,41.93,77.96,75-80%,CalEnviroScreen 4.0 Top 25%,0.036,13.62,9.097854708,39.25,0.230,67.17,299.97,24.03,85.97,94.05,0.24,32.72,1007.110311,63.82,350.1277777,11.01,4.5,40.84,32.25,81.39,0.3,50.14,5,51.22,2.25,55.51,47.41,5.79,63.35,199.35,99.81,4.55,39.89,21.22,91.55,11.1,45.58,8.2,54.23,43.5,74.05,7.4,70.90,21.3,68.11,69.83,7.24,79.84
6019003102,7558,Fresno ,93612,Clovis,-119.7158384,36.8048512,41.93,77.95,75-80%,CalEnviroScreen 4.0 Top 25%,0.062,88.70,13.66888965,96.66,0.201,62.24,412.62,47.57,55.38,59.36,0.00,0.00,1131.21165,66.79,1088.928319,63.36,0,0.00,3,22.12,0.52,70.48,0,0.00,0,0.00,46.56,5.69,61.06,93.9,90.75,6.1,77.19,12.98,53.71,17.4,60.45,7.1,49.09,49.7,81.36,7.7,73.41,24,77.21,71.09,7.37,81.54
6037407802,3476,Los Angeles,91744,Industry,-117.9348633,34.0229331,41.92,77.94,75-80%,CalEnviroScreen 4.0 Top 25%,0.055,71.66,12.07652502,82.92,0.068,25.33,759.95,86.50,80.70,89.89,0.00,0.00,2209.945638,80.95,1032.197867,60.08,1.2,18.70,11.75,51.22,0.02,2.51,6,58.69,2,52.90,53.71,6.56,79.65,62.45,71.76,5.42,62.61,15.65,69.85,33.3,83.80,15.6,78.52,23.2,41.03,6.8,65.63,8,6.89,61.63,6.39,68.14
6095251200,3663,Solano ,94590,Vallejo,-122.2365335,38.1052893,41.92,77.92,75-80%,CalEnviroScreen 4.0 Top 25%,0.036,13.62,9.227717025,40.91,0.446,87.27,299.97,24.03,79.42,88.76,0.00,0.00,1041.954326,64.45,1155.500678,66.66,0,0.00,22,71.09,0.33,53.95,0,0.00,0.25,11.59,41.25,5.04,46.52,199.35,99.81,6.42,82.46,21.22,91.55,27.7,77.23,12.6,70.31,36.2,63.52,5.6,52.52,25.9,82.41,80.24,8.32,92.75
6037190401,2977,Los Angeles,90027,Los Angeles,-118.3027866,34.1035718,41.91,77.91,75-80%,CalEnviroScreen 4.0 Top 25%,0.050,62.53,11.99265418,77.77,0.172,56.88,787.94,92.53,48.29,49.14,0.00,0.00,1389.177002,71.26,946.4740916,54.74,0,0.00,0.75,4.42,0.4,61.58,0,0.00,0,0.00,43.14,5.27,52.02,43.46,46.82,7.76,95.39,21.11,90.84,13.2,51.23,23.6,90.92,38.4,66.68,9.6,84.58,27.2,85.27,76.71,7.96,88.80
6077000401,3034,San Joaquin,95203,Stockton,-121.3057992,37.9613437,41.91,77.90,75-80%,CalEnviroScreen 4.0 Top 25%,0.046,44.98,11.38101649,58.93,0.140,48.54,389.85,41.55,81.73,90.84,0.00,0.00,369.8616638,45.56,326.2035731,9.66,17.5,78.61,37.8,84.84,0,0.00,14,93.36,0,0.00,45.46,5.55,57.88,148.3,98.80,6,75.12,20.12,87.74,16.4,58.50,NA,NA,39,67.61,11.2,90.33,10.7,16.92,72.78,7.55,83.74
6065040201,6340,Riverside ,92509,Jurupa Valley,-117.4188498,33.9839627,41.90,77.89,75-80%,CalEnviroScreen 4.0 Top 25%,0.066,95.27,12.99556098,93.71,0.098,36.78,752.44,85.54,27.99,21.51,0.00,0.00,1073.10966,65.28,604.2554397,28.70,9,58.17,4,26.17,0.17,29.24,3,33.16,2.7,60.11,49.36,6.03,68.80,57.33,65.94,5.79,70.81,17.17,76.96,28.6,78.33,11.1,65.98,32.5,57.79,9.1,82.33,13.3,29.72,67.03,6.95,76.01
6037293302,5082,Los Angeles,90710,Los Angeles,-118.3042086,33.8016119,41.90,77.87,75-80%,CalEnviroScreen 4.0 Top 25%,0.040,20.85,11.88962253,72.74,0.256,70.93,452.76,54.43,62.20,68.71,0.00,0.00,9853.220216,97.30,1180.402406,67.93,9,58.17,2,14.31,0.765,80.52,10,82.97,1.2,37.57,55.98,6.83,84.29,49.91,56.43,5.33,60.57,10.69,35.48,16.7,59.11,15,77.43,27.8,50.24,6.5,62.40,28.4,87.69,59.10,6.13,64.09
6099000301,2065,Stanislaus ,95367,Riverbank,-120.9332632,37.7365093,41.90,77.86,75-80%,CalEnviroScreen 4.0 Top 25%,0.053,67.90,11.11900617,55.97,0.125,44.46,578.53,67.58,69.64,78.75,36.12,70.10,1237.213297,69.25,469.5347673,18.60,6,46.08,8,40.76,0.3,50.14,7,66.74,1.9,44.31,55.92,6.83,84.21,62.74,72.03,2.23,2.95,17.83,80.05,28.5,78.23,11.9,68.40,51.9,84.12,6.4,61.53,15.4,40.90,59.16,6.14,64.25
6029001103,5400,Kern ,93306,Hillcrest,-118.9577019,35.3723166,41.90,77.85,75-80%,CalEnviroScreen 4.0 Top 25%,0.066,95.27,15.58975565,99.56,0.262,71.96,625.12,70.31,85.80,93.96,0.00,0.00,13.7659998,10.00,519.5319761,22.46,0,0.00,0,0.00,0.035,4.94,0,0.00,0,0.00,38.96,4.76,40.14,66.31,75.66,6.86,88.50,15.75,70.30,62.5,99.54,29.5,95.44,77.3,99.05,10.8,89.19,23.3,75.11,84.91,8.81,96.55
6019005602,4991,Fresno ,93612,Clovis,-119.7058337,36.8243809,41.87,77.84,75-80%,CalEnviroScreen 4.0 Top 25%,0.062,88.70,13.66885972,96.65,0.298,76.15,412.62,47.57,51.92,54.23,0.00,0.00,1029.921326,64.18,801.4239951,44.38,12.5,70.18,0,0.00,0.97,84.78,0,0.00,0,0.00,49.65,6.06,69.50,103.13,93.36,6.45,82.91,14.24,61.81,14.2,53.58,4.5,34.65,44.7,75.72,6.3,60.57,16.1,44.46,66.58,6.91,75.23
6071003801,5112,San Bernardino,92376,Rialto,-117.3640967,34.1284219,41.86,77.82,75-80%,CalEnviroScreen 4.0 Top 25%,0.070,98.67,11.74142667,67.63,0.049,17.39,807.16,94.27,49.79,51.25,0.00,0.00,1075.693339,65.34,1226.506912,69.68,17.5,78.61,0,0.00,0.4,61.58,0,0.00,0,0.00,48.03,5.86,65.12,77.93,84.16,5.03,53.16,23.12,95.44,26.9,76.18,6,43.29,34.3,60.62,10.6,88.40,13.7,31.74,68.82,7.14,78.58
6037430101,5382,Los Angeles,91010,Duarte,-117.9755668,34.1375469,41.84,77.81,75-80%,CalEnviroScreen 4.0 Top 25%,0.062,88.70,11.80206026,69.73,0.395,84.52,253.81,11.91,56.87,61.31,0.00,0.00,1462.820353,72.56,1738.685958,82.68,6.45,47.03,30.75,80.34,1.725,91.69,2,23.88,8.1,86.64,61.26,7.48,92.42,51.82,58.76,4.4,35.85,11.44,41.61,17.4,60.45,14.7,76.64,36.1,63.32,5.1,45.78,20.8,66.07,53.93,5.59,55.95
6037115401,6373,Los Angeles,91325,Los Angeles,-118.515127,34.2248079,41.80,77.80,75-80%,CalEnviroScreen 4.0 Top 25%,0.065,93.63,12.64622444,92.10,0.141,48.79,726.64,83.13,61.22,67.42,0.00,0.00,586.958669,54.74,1181.421554,67.99,45,94.83,10.5,48.48,0.735,79.58,2,23.88,1.25,38.99,61.37,7.49,92.59,44.47,48.22,4.82,47.40,11.77,44.25,18.5,62.22,18.2,83.84,35.1,61.91,3.7,26.86,21.8,69.91,53.79,5.58,55.76
6099001300,5896,Stanislaus ,95350,Modesto,-121.0035722,37.6601004,41.80,77.79,75-80%,CalEnviroScreen 4.0 Top 25%,0.053,69.32,11.20648458,56.94,0.259,71.57,891.92,97.78,64.74,72.54,27.68,68.24,313.9579926,42.57,578.9671713,26.71,15.6,75.64,42.8,87.41,0.525,70.93,0,0.00,0,0.00,57.74,7.05,87.34,86.45,88.32,3.38,14.22,15.8,70.48,13.1,50.97,4.1,32.03,26.7,48.03,9,81.69,22,70.53,57.16,5.93,61.17
6037302004,4151,Los Angeles,91206,Glendale,-118.2387735,34.1488475,41.78,77.77,75-80%,CalEnviroScreen 4.0 Top 25%,0.055,71.66,11.74227874,67.70,0.634,94.00,685.63,76.05,58.23,63.29,0.00,0.00,1316.797343,70.26,1386.349203,75.00,10.2,61.68,0.3,2.11,0.21,37.68,2,23.88,0.3,12.88,52.38,6.40,76.50,40.56,42.36,3.95,25.43,17.71,79.52,14.3,53.87,39.3,98.42,44.6,75.52,6.4,61.53,33.4,94.92,62.98,6.53,70.17
6095253500,10676,Solano ,94571,Unincorporated Solano County area,-121.7715997,38.2050259,41.76,77.76,75-80%,CalEnviroScreen 4.0 Top 25%,0.044,35.27,8.214732915,16.57,0.021,7.67,524.95,62.65,24.17,16.96,88.78,76.21,253.3969981,38.65,287.8902401,7.65,10.2,61.68,84.75,95.65,1.9,92.26,22,99.03,18.5,97.87,51.57,6.30,74.46,81.35,85.84,7.08,90.67,19.14,84.62,10.9,44.94,4.1,32.03,27.2,48.92,NA,NA,14.8,37.48,63.94,6.63,71.39
6071002107,5577,San Bernardino,91730,Rancho Cucamonga,-117.5866987,34.1006231,41.76,77.75,75-80%,CalEnviroScreen 4.0 Top 25%,0.065,93.63,13.87834754,97.65,0.180,58.28,677.01,74.82,44.83,44.21,0.00,0.00,1243.891988,69.35,877.4044225,49.69,12.45,69.86,0,0.00,0.645,76.44,0,0.00,0,0.00,50.39,6.15,71.39,42.99,46.16,5.87,72.48,20.06,87.66,16.1,57.92,7.1,49.09,33.4,59.23,7.4,70.90,22.8,73.41,65.44,6.79,73.63
6095251902,6173,Solano ,94589,Vallejo,-122.244108,38.1480354,41.76,77.74,75-80%,CalEnviroScreen 4.0 Top 25%,0.038,16.78,8.892141302,35.05,0.157,52.81,329.66,31.35,42.17,40.13,0.00,0.00,1059.309652,64.94,1226.190149,69.64,2,25.63,11.5,50.87,0.11,19.25,2,23.88,5.25,76.75,38.98,4.76,40.22,243.29,100.00,7.5,93.88,23.37,95.75,15.2,55.80,9.7,60.62,37.3,65.08,16.1,97.68,26.6,83.94,84.58,8.77,96.31
6037572201,5592,Los Angeles,90806,Long Beach,-118.1953378,33.81618,41.76,77.72,75-80%,CalEnviroScreen 4.0 Top 25%,0.041,22.19,11.46157855,60.17,0.335,79.85,339.04,34.73,54.23,57.53,0.45,36.83,17793.7238,99.39,1472.888178,77.50,3.65,34.30,43.1,87.51,0.46,66.60,10,82.97,5.2,76.36,62.20,7.59,93.44,71.55,79.37,4.69,43.55,15.18,67.30,16.6,58.92,4.7,36.00,42.3,72.58,3.6,25.23,11.4,20.27,53.00,5.50,54.77
6037481001,4369,Los Angeles,91801,Alhambra,-118.1302887,34.0876622,41.75,77.71,75-80%,CalEnviroScreen 4.0 Top 25%,0.055,71.66,11.80787374,69.89,0.177,57.73,797.88,93.52,67.91,76.42,0.00,0.00,1530.631002,73.63,916.0461296,52.75,14.3,73.76,24.5,73.97,0.345,55.42,1,12.45,1.2,37.57,58.18,7.10,88.19,32.92,30.22,5.73,69.53,9.34,23.94,21.7,67.60,23.8,91.22,38.1,66.31,4.7,40.60,33.1,94.64,56.65,5.88,60.48
6037301900,8192,Los Angeles,91206,Glendale,-118.2464109,34.1556019,41.74,77.70,75-80%,CalEnviroScreen 4.0 Top 25%,0.055,71.66,11.75637121,68.19,0.986,98.18,685.63,76.05,41.57,39.32,0.00,0.00,1232.033681,69.15,2260.811557,90.34,3.6,34.25,0,0.00,0.535,71.59,3,33.16,3,63.67,56.25,6.87,84.84,35.22,33.89,5.06,54.12,15.69,70.05,9.8,41.23,34.1,97.35,27.7,50.01,4.6,39.21,33.1,94.64,58.59,6.08,63.31
6111003900,6984,Ventura ,93033,Oxnard,-119.1708226,34.178902,41.73,77.69,75-80%,CalEnviroScreen 4.0 Top 25%,0.041,24.88,8.901824297,35.18,0.252,70.33,663.44,72.66,87.99,95.50,159.36,79.76,684.9889933,57.75,907.309902,52.10,3.9,34.83,27.5,77.47,0.86,82.74,4,43.78,0,0.00,56.60,6.91,85.50,42.04,44.78,4.44,37.02,13.22,55.40,44,92.88,14.2,75.19,45.3,76.62,4.1,32.27,23.8,76.54,58.22,6.04,62.71
6067004601,8155,Sacramento ,95824,Lemon Hill,-121.4471878,38.5171831,41.73,77.67,75-80%,CalEnviroScreen 4.0 Top 25%,0.045,39.99,8.919963695,35.49,0.106,39.35,725.02,78.99,82.39,91.39,0.00,0.00,109.2273305,24.39,649.8866859,32.14,0,0.00,45,88.28,0.17,29.24,4,43.78,0,0.00,39.23,4.79,40.86,99.48,92.44,5.94,74.02,20.73,89.42,38,88.31,16.5,80.39,67,96.04,7,67.48,25.3,81.04,83.97,8.71,95.93
6001402800,4480,Alameda ,94612,Oakland,-122.2715003,37.8087183,41.72,77.66,75-80%,CalEnviroScreen 4.0 Top 25%,0.029,3.12,9.918430785,48.33,0.645,94.28,110.41,4.21,68.20,76.71,0.00,0.00,491.8273214,51.19,637.0573432,31.20,11.95,65.27,208.55,99.24,1.86,92.07,11,86.96,0.25,11.59,49.43,6.04,68.96,122.65,96.16,4.98,51.82,11.19,39.46,13.9,52.87,13,71.39,45.5,76.87,8.9,81.01,22.4,71.89,66.64,6.91,75.35
6037481603,3486,Los Angeles,91801,Alhambra,-118.1201868,34.0841555,41.70,77.65,75-80%,CalEnviroScreen 4.0 Top 25%,0.055,71.66,11.86866931,71.89,0.204,62.83,797.88,93.52,67.29,75.58,0.00,0.00,1593.018677,74.51,947.4952051,54.85,13,71.63,7.05,37.69,0.105,16.88,1,12.45,3,63.67,55.56,6.78,83.41,39.56,40.90,4.81,47.10,11.33,40.75,12.8,50.24,28.5,94.94,42.6,72.84,7.2,69.13,30.2,90.87,59.26,6.15,64.40
6037212900,4067,Los Angeles,90019,Los Angeles,-118.3215149,34.0494541,41.70,77.63,75-80%,CalEnviroScreen 4.0 Top 25%,0.046,46.99,12.05102217,81.19,0.112,40.86,787.94,92.53,90.41,96.98,0.00,0.00,1871.047953,77.83,1102.413226,64.11,9,58.17,12.25,52.42,0.72,78.98,0,0.00,0,0.00,54.35,6.64,81.00,68.9,77.69,2.98,8.93,12.59,51.26,26.6,75.74,28.9,95.10,47.5,79.13,4.4,36.44,29.4,89.57,60.58,6.28,66.35
