Census Tract,Total Population,California County,ZIP,Approximate Location,Longitude,Latitude,CES 4.0 Score, CES 4.0 Percentile,CES 4.0 Percentile Range,DAC category,Ozone,Ozone Pctl,PM2.5,PM2.5 Pctl,Diesel PM,Diesel PM Pctl,Drinking Water,Drinking Water Pctl,Lead,Lead Pctl,Pesticides,Pesticides Pctl,Tox. Release,Tox. Release Pctl,Traffic,Traffic Pctl,Cleanup Sites,Cleanup Sites Pctl,Groundwater Threats,Groundwater Threats Pctl,Haz. Waste,Haz. Waste Pctl,Imp. Water Bodies,Imp. Water Bodies Pctl,Solid Waste,Solid Waste Pctl,Pollution Burden,Pollution Burden Score,Pollution Burden Pctl,Asthma,Asthma Pctl,Low Birth Weight,Low Birth Weight Pctl,Cardiovascular Disease,Cardiovascular Disease Pctl,Education,Education Pctl,Linguistic Isolation,Linguistic Isolation Pctl,Poverty,Poverty Pctl,Unemployment,Unemployment Pctl,Housing Burden,Housing Burden Pctl,Pop. Char. ,Pop. Char. Score,Pop. Char. Pctl
6037900607,3651,Los Angeles,93535,Lancaster,-118.1241061,34.6932022,45.34,82.32,80-85%,CalEnviroScreen 4.0 Top 25%,0.062,88.70,7.282014992,8.26,0.123,44.02,441.80,53.10,80.43,89.64,0.00,0.00,6253.376628,94.39,526.026967,23.03,0,0.00,19,66.88,0.13,22.37,0,0.00,2.2,54.85,43.03,5.25,51.64,151.71,98.87,9.72,99.36,23.12,95.44,20.4,65.53,4.6,35.34,64.3,94.60,11.8,91.79,18.2,55.13,83.18,8.63,95.37
6113010204,5189,Yolo ,95691,West Sacramento,-121.5324616,38.5777831,45.33,82.31,80-85%,CalEnviroScreen 4.0 Top 25%,0.045,42.56,8.932794994,35.81,0.422,86.24,247.72,11.38,81.10,90.27,0.00,0.00,192.7579956,34.00,927.4505455,53.53,5,42.61,57,92.01,0.47,67.04,19,98.07,1.65,42.61,52.30,6.39,76.35,60.56,69.63,4.32,34.18,15.46,69.11,24.6,72.51,13.4,72.51,51.2,83.24,11.1,89.93,24.2,77.82,68.42,7.10,77.98
6071003607,5532,San Bernardino,92376,Rialto,-117.3711097,34.0887229,45.30,82.30,80-85%,CalEnviroScreen 4.0 Top 25%,0.070,98.67,12.11896069,85.69,0.256,70.95,787.82,88.05,54.11,57.33,0.00,0.00,1309.704041,70.13,607.4357827,29.00,7,50.32,0,0.00,0.33,53.95,0,0.00,0,0.00,48.60,5.93,66.72,77.93,84.16,5.16,56.61,23.12,95.44,36.5,86.86,8.4,55.15,43.1,73.53,9.9,85.83,15.4,40.90,73.59,7.63,84.81
6099002503,4848,Stanislaus ,95307,Ceres,-120.9580147,37.584981,45.27,82.29,80-85%,CalEnviroScreen 4.0 Top 25%,0.055,72.55,11.40376592,59.29,0.622,93.60,870.94,96.95,61.58,68.02,165.35,79.97,202.7209981,34.93,1445.850895,76.80,0.1,2.07,5,30.88,0.16,28.30,0,0.00,0,0.00,52.59,6.42,77.05,54.11,61.71,4.8,46.77,18.45,82.54,34.7,84.92,14.5,76.07,50.7,82.73,9.1,82.33,14.4,35.27,67.97,7.05,77.28
6037203900,3353,Los Angeles,90063,Los Angeles,-118.1944844,34.0333782,45.27,82.27,80-85%,CalEnviroScreen 4.0 Top 25%,0.049,56.96,12.23190845,89.02,0.748,96.04,488.79,59.71,92.48,98.36,0.00,0.00,2509.110026,82.57,1856.805971,84.90,2.5,28.44,0.75,4.42,0.225,39.77,0,0.00,0.2,9.67,52.78,6.44,77.59,49.83,56.33,4.84,47.96,14.49,63.40,44.6,93.36,14.9,77.14,49.7,81.36,5.6,52.52,32.1,93.33,67.72,7.02,76.93
6029003500,8292,Kern ,93268,Taft,-119.4610717,35.1445259,45.25,82.26,80-85%,CalEnviroScreen 4.0 Top 25%,0.062,88.70,12.88079214,93.28,0.102,37.78,517.01,62.13,64.53,72.21,15.12,63.38,677.2160033,57.53,275.9888998,7.04,5,42.61,4.25,26.61,0.525,70.93,0,0.00,7.5,84.74,55.16,6.74,82.71,38.56,39.01,5.67,68.41,23.07,95.30,27.6,77.06,NA,NA,48.9,80.55,4.9,43.09,16.6,47.06,64.76,6.72,72.58
6037572100,1113,Los Angeles,90806,Long Beach,-118.2035057,33.8238924,45.24,82.25,80-85%,CalEnviroScreen 4.0 Top 25%,0.041,22.19,11.53907188,61.77,0.691,95.15,339.04,34.73,48.55,49.50,3.86,52.45,14570.18685,98.95,3559.884829,97.89,9,58.17,28.3,78.12,0.01,1.80,11,86.96,0.25,11.59,58.49,7.14,88.72,97.81,91.99,7.25,92.11,19.77,86.54,15.1,55.53,1.3,9.46,20.1,34.48,3.8,28.20,NA,NA,61.07,6.33,67.23
6037132502,3922,Los Angeles,91335,Los Angeles,-118.5469513,34.1911391,45.23,82.24,80-85%,CalEnviroScreen 4.0 Top 25%,0.061,84.58,13.2969311,94.86,0.093,34.91,726.64,83.13,53.37,56.32,0.00,0.00,583.7079875,54.64,1296.050811,72.15,0,0.00,0.3,2.11,0.46,66.60,4,43.78,0,0.00,47.55,5.81,63.73,83.59,87.23,3.94,25.21,22.29,93.96,16.3,58.28,16.8,80.99,47.5,79.13,18.4,98.79,29.6,89.84,75.10,7.79,86.76
6037199202,3155,Los Angeles,90031,Los Angeles,-118.2032952,34.0812835,45.21,82.22,80-85%,CalEnviroScreen 4.0 Top 25%,0.051,63.61,12.16478122,87.39,0.059,21.34,488.79,59.71,83.27,92.19,0.00,0.00,1650.910258,75.23,1213.572277,69.25,3.6,34.25,8.25,41.42,0.26,44.73,14,93.36,2.7,60.11,57.32,7.00,86.75,52.37,59.28,5.53,65.18,8.72,18.83,33.1,83.57,13.1,71.67,34.8,61.55,10.7,88.68,24.4,78.47,62.28,6.46,69.14
6059001201,5594,Orange ,90631,La Habra,-117.9531628,33.9324824,45.20,82.21,80-85%,CalEnviroScreen 4.0 Top 25%,0.049,59.69,11.98408609,77.54,0.106,39.44,824.59,95.58,78.55,88.03,0.00,0.00,2903.619019,84.43,795.5129042,43.93,0.5,7.71,3,22.12,0.08,10.55,6,58.69,2.5,59.18,51.27,6.26,73.45,47.28,52.59,6.71,86.76,15.01,66.33,30.9,81.23,16,79.37,41.5,71.42,6.4,61.53,19.2,59.73,69.61,7.22,79.59
6059089004,6883,Orange ,92703,Santa Ana,-117.9245717,33.7524445,45.16,82.20,80-85%,CalEnviroScreen 4.0 Top 25%,0.047,48.45,11.9287417,74.55,0.420,86.06,409.36,46.48,66.81,75.14,0.00,0.00,3533.68339,86.85,1320.307176,72.90,5.25,43.19,7,37.61,0.245,41.81,0,0.00,2,52.90,52.57,6.42,76.99,61.09,70.35,4.12,29.46,16.08,71.88,37.4,87.67,33.6,97.12,48.4,80.11,4.1,32.27,33.4,94.92,67.83,7.04,77.11
6039000202,5738,Madera ,93610,Unincorporated Madera County area,-120.288051,37.0797978,45.15,82.19,80-85%,CalEnviroScreen 4.0 Top 25%,0.058,76.94,11.4007315,59.18,0.062,22.56,762.25,86.67,36.26,32.27,1324.55,90.86,318.9506607,42.86,599.5418287,28.38,11.25,64.22,101.3,96.70,0.125,21.96,3,33.16,11,92.81,57.23,6.99,86.53,56.71,64.97,4.61,41.47,31.83,99.73,18.2,61.66,5.2,38.61,34.3,60.62,10.8,89.19,13.2,29.16,62.28,6.46,69.16
6025010700,4409,Imperial ,92227,Brawley,-115.5213711,32.9668249,45.10,82.17,80-85%,CalEnviroScreen 4.0 Top 25%,0.044,37.57,8.982767139,36.95,0.065,24.23,456.91,54.88,47.43,47.91,287.63,82.55,21.9318911,11.97,496.0334578,20.58,6.1,46.34,18,65.32,0.2,35.62,10,82.97,0,0.00,41.74,5.10,47.80,135.16,97.74,5.38,61.71,19.97,87.41,33.5,83.98,29.3,95.33,68.9,96.98,18.9,98.95,20.9,66.51,85.32,8.85,96.79
6001401800,1801,Alameda ,94607,Oakland,-122.298236,37.809532,45.10,82.16,80-85%,CalEnviroScreen 4.0 Top 25%,0.029,3.12,9.737947129,46.51,0.703,95.43,110.41,4.21,85.99,94.06,0.00,0.00,500.114329,51.48,73.72950091,0.64,72.65,98.39,89.8,95.97,0.465,66.72,10,82.97,5,75.67,52.60,6.42,77.08,152.43,98.98,7.8,95.62,13.03,54.09,9,38.13,6.2,44.36,34.4,60.79,6.7,64.51,18.1,54.63,67.69,7.02,76.89
6019003302,4666,Fresno ,93703,Mayfair,-119.7635149,36.7686679,45.10,82.15,80-85%,CalEnviroScreen 4.0 Top 25%,0.060,82.48,13.72598057,97.06,0.107,39.59,733.95,84.39,85.16,93.43,0.00,0.00,1458.643392,72.52,612.688023,29.31,0,0.00,3.75,25.09,0.055,7.65,0,0.00,0,0.00,43.75,5.34,53.38,144.59,98.63,6.04,75.96,17.56,78.68,25.5,74.17,7.9,52.89,58.2,90.30,9.5,83.98,29.9,90.41,81.38,8.44,93.91
6059074602,8382,Orange ,92701,Santa Ana,-117.8640231,33.7363817,45.09,82.14,80-85%,CalEnviroScreen 4.0 Top 25%,0.049,57.77,11.84213418,71.05,0.151,51.31,409.36,46.48,92.01,98.11,0.00,0.00,3971.653402,89.20,831.6465607,46.41,23,84.60,7.75,39.80,1.125,86.79,0,0.00,1.5,42.31,55.26,6.75,82.94,52.09,59.01,5.42,62.61,12.26,48.31,51.3,97.15,17.8,82.84,52.4,84.70,2.6,11.87,26.8,84.46,64.42,6.68,72.13
6001401400,4732,Alameda ,94608,Oakland,-122.2733758,37.8207387,45.08,82.12,80-85%,CalEnviroScreen 4.0 Top 25%,0.029,3.12,10.12088161,50.03,1.259,99.00,110.41,4.21,70.41,79.70,0.00,0.00,531.8036702,52.71,1456.701015,77.16,66.55,97.87,248.25,99.54,1.65,91.22,11,86.96,0,0.00,55.53,6.78,83.39,81.9,86.48,6.15,78.21,8.24,14.99,16.5,58.69,5.1,38.14,54.2,86.22,6.5,62.40,34.9,96.03,64.10,6.65,71.58
6059099904,6116,Orange ,92683,Westminster,-118.0028957,33.7664264,45.08,82.11,80-85%,CalEnviroScreen 4.0 Top 25%,0.044,35.16,11.62612757,63.88,0.231,67.29,360.33,37.08,68.64,77.37,2.88,50.14,5431.259929,93.22,1835.985989,84.44,3.35,32.27,11.55,50.94,1.03,85.48,0,0.00,0.7,24.83,55.28,6.75,82.99,40.9,42.95,4.59,40.94,14.16,61.37,28.8,78.63,27.3,94.14,49.1,80.78,6.1,58.36,29.6,89.84,64.38,6.68,72.08
6037571704,4076,Los Angeles,90805,Long Beach,-118.1870723,33.8499458,45.08,82.10,80-85%,CalEnviroScreen 4.0 Top 25%,0.042,26.70,12.14582489,86.86,0.110,40.36,339.04,34.73,81.46,90.59,0.00,0.00,10218.81331,97.46,913.3258316,52.55,0,0.00,0,0.00,0.28,46.80,11,86.96,0,0.00,44.69,5.46,55.89,94.42,91.14,6.46,83.00,20.48,89.00,23,69.92,10.5,63.69,47.6,79.20,7.3,69.98,23.3,75.11,79.64,8.26,92.23
6047001700,6684,Merced ,95341,Merced,-120.4449003,37.2869017,45.07,82.09,80-85%,CalEnviroScreen 4.0 Top 25%,0.055,72.55,12.44619451,90.77,0.230,67.04,668.92,73.22,70.21,79.38,53.70,72.69,2.29E+01,12.19,550.0538098,24.71,0,0.00,18,65.32,0.075,10.15,2,23.88,0,0.00,47.67,5.82,64.02,98.93,92.24,4.86,48.54,26.29,98.35,30,80.18,8.8,56.85,60.6,92.07,7,67.48,17.4,51.36,74.65,7.74,86.27
6059063605,5387,Orange ,92627,Costa Mesa,-117.9273058,33.6376789,45.06,82.07,80-85%,CalEnviroScreen 4.0 Top 25%,0.047,48.45,11.02767211,55.11,0.299,76.37,182.18,6.18,66.71,75.00,0.00,0.00,2789.603312,83.87,1289.267001,71.90,57.15,97.01,50.1,90.19,1.515,90.40,0,0.00,2.25,55.51,56.95,6.95,86.11,44.15,47.81,5.56,65.83,9.37,24.21,36.1,86.36,11.8,68.16,67.1,96.09,5.2,46.99,37,97.41,62.48,6.48,69.48
6107002100,2536,Tulare ,93274,Unincorporated Tulare County area,-119.4390093,36.2434094,45.06,82.06,80-85%,CalEnviroScreen 4.0 Top 25%,0.061,84.58,13.81117138,97.45,0.072,26.63,867.36,96.87,49.65,51.13,264.52,82.10,467.5522746,50.30,475.6853162,19.09,0,0.00,135.55,97.96,0,0.00,2,23.88,11,92.81,56.65,6.92,85.56,61.81,71.31,4.7,43.79,18.62,82.99,38.8,89.05,21.3,88.14,43.9,74.56,4.9,43.09,6.2,2.99,62.80,6.51,69.89
6037221304,3656,Los Angeles,90019,Los Angeles,-118.3146461,34.045362,45.06,82.05,80-85%,CalEnviroScreen 4.0 Top 25%,0.046,46.99,12.05102217,81.19,0.141,48.96,787.94,92.53,67.91,76.43,0.00,0.00,1999.740316,79.22,1023.196316,59.40,1.75,22.62,8.5,42.07,0.22,38.70,0,0.00,0,0.00,47.29,5.77,63.01,68.9,77.69,6.57,84.53,12.59,51.26,37.4,87.67,37.8,98.28,53.6,85.68,3.8,28.20,35.7,96.63,75.23,7.80,86.91
6059074108,4939,Orange ,92704,Santa Ana,-117.9109245,33.7211578,45.04,82.03,80-85%,CalEnviroScreen 4.0 Top 25%,0.047,50.54,11.81531658,70.18,0.213,64.26,409.36,46.48,86.67,94.44,0.00,0.00,8122.2736,96.29,1330.652525,73.23,45.3,94.94,10.25,47.68,7.855,98.93,0,0.00,0.5,22.08,58.86,7.19,89.36,48.82,54.89,8.61,98.26,12.58,51.10,47,94.72,8.7,56.31,35.2,62.07,2.7,13.18,14.8,37.48,60.42,6.27,66.23
6039000400,1279,Madera ,93622,Unincorporated Madera County area,-120.3501354,36.9193435,45.03,82.02,80-85%,CalEnviroScreen 4.0 Top 25%,0.055,72.83,11.03284916,55.20,0.042,15.15,761.53,86.62,81.00,90.13,1200.26,90.10,509.8023326,51.89,253.1964903,6.08,0,0.00,55.55,91.57,0.075,10.15,13,91.87,4.5,72.39,56.73,6.93,85.74,62.86,72.25,2.52,4.71,23.03,95.16,28.4,78.13,13.4,72.51,42.8,73.20,12.2,92.65,12,23.37,62.67,6.50,69.70
6037195804,2533,Los Angeles,90026,Los Angeles,-118.2728192,34.0787744,45.03,82.01,80-85%,CalEnviroScreen 4.0 Top 25%,0.049,56.96,12.22276714,88.79,0.467,88.43,787.94,92.53,60.13,65.92,0.00,0.00,1675.004028,75.51,3192.572263,96.68,2.15,25.94,2.5,16.75,1.17,87.45,7,66.74,0,0.00,60.19,7.35,91.14,55.72,63.70,5.84,71.79,14.06,60.59,14.3,53.87,10.7,64.41,32.3,57.44,3.9,29.41,19,58.77,59.07,6.13,64.03
6019005305,3648,Fresno ,93726,Fresno,-119.7429704,36.7977961,45.03,82.00,80-85%,CalEnviroScreen 4.0 Top 25%,0.061,84.58,13.70483917,96.88,0.110,40.31,733.95,84.39,61.98,68.48,0.00,0.00,1312.268667,70.14,1321.634874,73.01,3.5,33.87,0,0.00,0.15,26.67,0,0.00,0,0.00,47.19,5.76,62.78,99.89,92.60,7.08,90.67,12.48,50.32,20.9,66.31,7.7,52.01,48.2,79.91,9.8,85.49,25.1,80.47,75.35,7.82,87.10
6065042405,5324,Riverside ,92557,Moreno Valley,-117.2526709,33.9438284,45.03,81.98,80-85%,CalEnviroScreen 4.0 Top 25%,0.070,98.67,11.60747615,63.47,0.405,85.16,237.48,10.20,61.49,67.84,0.00,0.00,814.889974,60.73,1993.015348,86.96,13.5,72.40,5,30.88,0.45,65.92,0,0.00,0,0.00,50.70,6.19,72.01,51.45,58.42,6.32,80.73,16.37,73.28,23.7,70.93,2,15.64,55.1,87.30,13.1,94.52,24.5,78.73,70.12,7.27,80.27
6019005204,4299,Fresno ,93726,Fresno,-119.76333,36.7904775,44.99,81.97,80-85%,CalEnviroScreen 4.0 Top 25%,0.060,82.48,13.74589751,97.15,0.050,18.22,733.95,84.39,75.25,84.97,0.00,0.00,1324.833638,70.41,665.3569757,33.34,7,50.32,0,0.00,0.145,24.71,0,0.00,0,0.00,44.25,5.40,54.75,132.71,97.52,6.56,84.31,16.3,72.87,30.2,80.46,4,31.30,52.8,85.01,12.3,92.88,28.9,88.66,80.28,8.33,92.78
6037222600,5549,Los Angeles,90007,Los Angeles,-118.295871,34.0218424,44.96,81.96,80-85%,CalEnviroScreen 4.0 Top 25%,0.045,42.56,12.03443249,80.30,0.294,75.74,787.94,92.53,77.56,87.04,0.00,0.00,2452.013326,82.37,1042.531443,60.61,1,17.08,0,0.00,0.185,31.38,0,0.00,0.5,22.08,48.13,5.88,65.43,38.44,38.76,7.84,95.83,11.22,39.71,29.1,79.07,19.3,85.53,65.3,95.18,11.9,91.94,34,95.32,73.75,7.65,85.01
6065046500,9412,Riverside ,92521,Riverside,-117.3333516,33.9709379,44.96,81.95,80-85%,CalEnviroScreen 4.0 Top 25%,0.069,97.60,12.01960914,79.44,0.477,88.94,693.83,77.37,44.12,43.10,0.00,0.00,584.348999,54.69,1910.318709,85.61,6.4,46.96,0,0.00,0.63,75.96,0,0.00,2,52.90,55.62,6.79,83.55,29.31,23.84,6.82,87.97,8.47,16.94,14.1,53.40,14.5,76.07,68.2,96.66,19.3,99.05,39.8,98.54,63.83,6.62,71.22
6107003002,3525,Tulare ,93274,Unincorporated Tulare County area,-119.3660695,36.1909171,44.96,81.93,80-85%,CalEnviroScreen 4.0 Top 25%,0.062,88.70,14.00790864,97.95,0.062,22.73,724.11,78.96,45.81,45.57,183.61,80.21,222.5266101,36.38,218.6795522,4.76,0,0.00,5.05,30.95,0.76,80.49,0,0.00,0,0.00,45.37,5.54,57.59,71.67,79.62,5.43,62.88,21.73,93.07,42.3,91.61,28.3,94.79,52.6,84.91,6.6,63.42,18.2,55.13,78.25,8.12,90.63
6065031401,7635,Riverside ,92504,Riverside,-117.4081832,33.9380023,44.94,81.92,80-85%,CalEnviroScreen 4.0 Top 25%,0.066,95.27,12.69526051,92.33,0.639,94.13,693.83,77.37,85.61,93.80,0.02,16.69,980.577006,63.30,2159.343421,89.24,3.15,31.75,0,0.00,0.245,41.81,0,0.00,0,0.00,56.75,6.93,85.82,56.27,64.29,3.87,23.66,14.26,61.98,19.7,64.26,9.7,60.62,54.9,87.09,10,86.19,24,77.21,62.53,6.49,69.58
6007003700,4889,Butte ,95965,Unincorporated Butte County area,-121.6460664,39.5164559,44.92,81.91,80-85%,CalEnviroScreen 4.0 Top 25%,0.054,70.52,8.306271355,18.33,0.045,16.08,534.23,63.52,60.89,67.11,346.49,83.72,2.915401633,6.53,436.8801682,16.48,4,37.55,15,59.60,0.135,23.72,8,72.15,3,63.67,45.64,5.57,58.34,60.09,69.08,6.65,85.77,24.31,97.07,24.5,72.25,4,31.30,65.3,95.18,20.4,99.32,19.1,59.28,77.72,8.06,89.88
6037209510,3076,Los Angeles,90006,Los Angeles,-118.2819584,34.0529626,44.88,81.90,80-85%,CalEnviroScreen 4.0 Top 25%,0.047,48.45,12.17561826,87.78,0.262,71.99,787.94,92.53,75.58,85.26,0.00,0.00,1975.610738,78.97,1194.398891,68.55,6.3,46.70,11,49.83,0.08,10.55,0,0.00,0,0.00,51.60,6.30,74.51,34,31.82,6.56,84.31,8.9,20.25,48.2,95.42,53,99.63,68.6,96.86,7.6,72.53,33.6,95.06,68.68,7.12,78.39
6065045604,11044,Riverside ,92254,Unincorporated Riverside County area,-115.9293426,33.511964,44.88,81.88,80-85%,CalEnviroScreen 4.0 Top 25%,0.050,61.07,7.359641452,8.71,0.051,18.31,510.49,61.56,47.67,48.39,2751.19,94.55,0.619337667,3.88,208.387312,4.35,13,71.63,10.5,48.48,0.4,61.58,18,97.52,16.2,96.68,50.13,6.12,70.67,25.78,17.93,5.16,56.61,15.84,70.70,70.9,99.91,60.4,99.86,75.4,98.83,12.9,94.09,22.5,72.17,70.69,7.33,80.95
6019005000,4548,Fresno ,93726,Fresno,-119.7904326,36.8012804,44.88,81.87,80-85%,CalEnviroScreen 4.0 Top 25%,0.060,82.48,13.67717458,96.74,0.213,64.34,733.95,84.39,70.34,79.60,0.00,0.00,1225.615326,69.02,1995.046798,87.03,0,0.00,1.5,10.64,0.255,43.65,0,0.00,0,0.00,50.59,6.18,71.84,98.48,92.14,7.67,94.97,12.38,49.59,23.4,70.58,4.7,36.00,48.5,80.28,8.9,81.01,14.9,38.10,70.05,7.27,80.21
6059110606,4541,Orange ,90621,Buena Park,-118.0045274,33.8774063,44.87,81.86,80-85%,CalEnviroScreen 4.0 Top 25%,0.047,48.45,12.0525778,81.31,0.450,87.49,422.17,48.63,64.95,72.83,0.00,0.00,3340.470011,86.11,2160.623415,89.29,16,76.73,6.25,35.35,0.695,78.05,6,58.69,0.4,14.43,60.39,7.37,91.52,49.85,56.34,4.84,47.96,12.05,46.36,22.8,69.64,17.8,82.84,41.6,71.55,5.2,46.99,20.4,64.46,58.66,6.08,63.41
6065042901,7591,Riverside ,92570,Perris,-117.2517249,33.7488769,44.87,81.85,80-85%,CalEnviroScreen 4.0 Top 25%,0.065,93.85,10.53082634,52.48,0.057,20.65,643.12,71.61,40.69,38.11,0.40,35.93,128.6378021,26.73,438.3651353,16.59,18.9,80.53,3.75,25.09,2.21,93.45,1,12.45,11,92.81,49.95,6.10,70.26,56.63,64.87,4.46,37.58,20.75,89.49,36.1,86.36,15,77.43,51.2,83.24,8,75.38,21,66.86,70.92,7.36,81.28
6037601212,6774,Los Angeles,90301,Inglewood,-118.3570019,33.9558199,44.85,81.83,80-85%,CalEnviroScreen 4.0 Top 25%,0.043,32.15,12.04203201,80.68,0.176,57.57,443.83,53.45,78.19,87.66,0.00,0.00,3979.28658,89.25,496.6503974,20.66,0.5,7.71,2.55,16.87,0.31,51.73,0,0.00,0.3,12.88,41.06,5.01,45.90,99.47,92.42,7.32,92.61,19.81,86.83,31.8,82.18,13.8,73.73,58.4,90.48,10.5,88.08,23.2,74.79,86.24,8.95,97.40
6019005301,6018,Fresno ,93726,Fresno,-119.7678173,36.7977186,44.84,81.82,80-85%,CalEnviroScreen 4.0 Top 25%,0.060,82.48,13.71193916,96.98,0.132,46.35,733.95,84.39,79.71,88.97,0.00,0.00,1254.201619,69.49,1005.853434,58.23,7,50.32,0,0.00,0.27,45.73,0,0.00,0,0.00,50.31,6.14,71.13,132.71,97.52,6.02,75.56,16.3,72.87,17.3,60.31,4.6,35.34,38.9,67.45,8.9,81.01,17.1,49.72,70.37,7.30,80.57
6037575101,4339,Los Angeles,90804,Long Beach,-118.1623973,33.7881302,44.84,81.81,80-85%,CalEnviroScreen 4.0 Top 25%,0.041,22.19,11.65311866,64.52,0.245,69.27,335.50,32.61,74.31,83.92,0.00,0.00,12312.05664,98.30,664.4094016,33.28,4.15,37.94,23.35,72.65,0.26,44.73,0,0.00,0.1,2.52,44.20,5.40,54.60,93.13,90.49,8.22,97.28,17.55,78.56,35.3,85.59,12,68.66,63.5,93.98,3.6,25.23,26.5,83.65,80.10,8.31,92.59
6029001700,3739,Kern ,93301,Bakersfield,-119.033399,35.3786716,44.83,81.80,80-85%,CalEnviroScreen 4.0 Top 25%,0.065,93.63,15.68591557,99.69,0.366,82.49,625.12,70.31,62.38,68.97,0.00,0.00,93.41616567,22.89,1122.338368,65.16,6.25,46.60,7.5,39.45,2.985,96.00,0,0.00,0.2,9.67,54.71,6.68,81.80,155.81,99.17,6.83,88.09,21.11,90.84,7.6,32.62,0,0.00,28.9,52.11,8.6,78.97,11.3,19.81,64.70,6.71,72.49
6037113233,7345,Los Angeles,91304,Los Angeles,-118.6012203,34.2269621,44.83,81.78,80-85%,CalEnviroScreen 4.0 Top 25%,0.061,84.58,11.18494089,56.64,0.303,76.76,726.64,83.13,63.82,71.39,0.00,0.00,422.0553284,48.17,959.663138,55.64,5,42.61,22.75,71.91,0.88,83.08,0,0.00,2.2,54.85,56.52,6.90,85.34,50.82,57.68,4.86,48.54,12.04,46.32,16.7,59.11,18.1,83.56,45.8,77.20,5.9,56.19,34.7,95.87,62.62,6.50,69.68
6037481500,4489,Los Angeles,91801,Alhambra,-118.1127509,34.0822256,44.82,81.77,80-85%,CalEnviroScreen 4.0 Top 25%,0.055,71.66,11.83580366,70.79,0.415,85.75,797.88,93.52,68.42,77.03,0.00,0.00,1644.675049,75.19,1488.982823,77.91,16,76.73,12.15,52.10,0.345,55.42,1,12.45,5,75.67,64.15,7.83,95.21,35.51,34.41,5.33,60.57,10.13,30.89,19.2,63.35,23.5,90.77,27.7,50.01,8,75.38,19.9,62.42,55.17,5.72,57.94
6071000825,4129,San Bernardino,91786,Upland,-117.6755256,34.0916975,44.82,81.76,80-85%,CalEnviroScreen 4.0 Top 25%,0.062,88.70,13.6821891,96.78,1.121,98.67,805.79,94.12,54.12,57.35,0.00,0.00,706.7613628,58.33,2184.871606,89.64,24,85.63,0,0.00,0.21,37.68,0,0.00,0,0.00,56.85,6.94,85.95,46.45,51.17,4.67,43.08,13.63,58.14,19.2,63.35,12.3,69.47,45.9,77.31,NA,NA,26.9,84.63,62.24,6.46,69.10
6073002501,5406,San Diego,92105,San Diego,-117.1096419,32.7400405,44.82,81.74,80-85%,CalEnviroScreen 4.0 Top 25%,0.043,32.15,10.01482788,49.33,0.610,93.20,312.86,28.99,74.39,84.03,0.00,0.00,290.7529297,41.26,4767.791414,99.53,8,53.43,2.5,16.75,0.075,10.15,12,90.13,4,70.42,51.77,6.32,75.02,54.67,62.60,5.22,58.02,10.32,32.49,30.4,80.66,16.4,80.19,55.9,88.09,11.2,90.33,29.1,89.09,68.35,7.09,77.87
6037404903,2738,Los Angeles,91706,Baldwin Park,-117.9726977,34.0875933,44.82,81.73,80-85%,CalEnviroScreen 4.0 Top 25%,0.058,78.01,11.87892599,72.41,0.076,28.54,652.60,72.02,64.90,72.69,0.00,0.00,1817.026042,77.18,648.0679871,31.98,12,68.94,8.5,42.07,0.15,26.67,0,0.00,1.65,42.61,48.09,5.87,65.26,66.86,76.12,6.4,82.14,14.78,65.07,20.9,66.31,23.9,91.28,41.3,71.09,5.4,49.86,27.1,85.06,73.58,7.63,84.75
6071007601,7655,San Bernardino,92410,Highland,-117.234947,34.1140263,44.77,81.72,80-85%,CalEnviroScreen 4.0 Top 25%,0.073,100.00,11.19087248,56.73,0.066,24.58,747.84,85.21,74.00,83.58,0.00,0.00,409.3159942,47.61,425.6499943,15.74,12.8,70.55,0.6,3.30,0.1,16.64,1,12.45,0.2,9.67,41.96,5.12,48.45,62.02,71.49,6.27,79.91,16.9,75.61,42.9,92.17,18,83.35,64.6,94.72,16.8,98.17,34.3,95.64,84.24,8.74,96.17
6019008301,6009,Fresno ,93640,Unincorporated Fresno County area,-120.398557,36.804879,44.76,81.71,80-85%,CalEnviroScreen 4.0 Top 25%,0.055,71.66,10.21788424,50.54,0.027,9.42,387.72,40.83,47.97,48.80,720.74,87.38,341.8273366,44.21,357.2422064,11.54,4.5,40.84,21.5,70.30,0.1,16.64,8,72.15,0.25,11.59,44.47,5.43,55.25,90.48,89.82,4.54,39.54,13.44,56.88,61.9,99.48,51.3,99.50,74.3,98.61,16.6,98.05,28.9,88.66,79.47,8.24,92.07
6025010102,4108,Imperial ,92233,Unincorporated Imperial County area,-115.6086847,33.2254028,44.74,81.69,80-85%,CalEnviroScreen 4.0 Top 25%,0.036,11.60,8.347979798,19.09,0.026,9.09,324.21,30.61,49.41,50.80,1275.86,90.52,5.282770167,7.58,169.3573347,3.06,14.5,74.19,28,77.93,2.175,93.25,35,99.96,8,86.51,47.32,5.78,63.14,84.77,87.62,4.01,26.87,18.64,83.15,32.2,82.70,21.8,88.83,65,94.90,20.4,99.32,17.4,51.36,74.65,7.74,86.28
